# Mapeo de 3.6.10.10 a 3.6.10.11.
#
# origen: estructura = lo resolvió el emparejador y no se equivoca;
#         modelo     = había varios candidatos con la misma forma y eligió un LLM;
#         duda       = hay candidatos y nadie ha elegido. NO usar sin mirarlo.
#         retirado   = ni un solo candidato: o es nuevo, o ya no está.
#
# viejo	nuevo	origen	nombre	qué hace	lo usa el emulador
jaw	jaw	estructura		Cerrar el modo de colocacion; jbk, jav y jaw llegan los tres juntos al aceptar y el documento no distingue cual es cual.	sí
jax	jax	estructura			
jay	jay	estructura			
jaz	jaz	estructura		Se envia con los muebles, entre jss y lva; significado no establecido.	sí
jba	jba	estructura	HavenBagEditionStoppedMessage	Modo de colocacion cerrado.	sí
jbb	jbb	estructura			
jbd	jbd	estructura			
jbf	jbf	estructura			
jbg	jbg	estructura	HavenBagFurnituresUpdateRequestMessage	Una porcion de la habitacion; llega partido en tres seguidos y cada porcion lleva la habitacion entera, no un diff.	sí
jbh	jbh	estructura			
jbk	jbk	estructura		Cerrar el modo de colocacion; jbk, jav y jaw llegan los tres juntos al aceptar y el documento no distingue cual es cual.	sí
jbl	jbl	estructura	HavenBagThemeChangeRequestMessage	Cambiar el tema de la habitacion desde dentro.	sí
jbm	jbm	estructura	HavenBagEditionStartedMessage	Modo de colocacion confirmado.	sí
jbn	jbn	estructura	EnterHavenBagRequestMessage	El boton de la bolsa de viaje y la tecla H; lleva un personaje porque se puede visitar la de otro.	sí
jbo	jbo	estructura			
jbq	jbq	estructura			
jbs	jbs	estructura	LotteryResultMessage	La respuesta de la maquina de loteria; de dos capturas, una con premio en f2 y otra rechazada con f3: 1.	sí
jbt	jbt	estructura			
jbu	jbu	estructura	HavenBagFurnituresMessage	Los muebles de la habitacion, esperados detras del mapa; misma forma que jbg pero en f1 en vez de f2.	sí
jbv	jbv	estructura	HavenBagEditionStartRequestMessage	Abrir el modo de colocacion de muebles.	sí
jbx	jbx	estructura			
jby	jby	estructura			
jbz	jbz	estructura			
jca	jca	estructura			
jcc	jcc	estructura			
jcf	jcf	estructura			
jci	jci	estructura		No implementado. Exclusivo de las capturas de gremio (Gremio); 10 mensajes.	
jck	jck	estructura			
jcl	jcl	estructura			
jcn	jcn	estructura			
jco	jco	estructura			
jcq	jcq	estructura			
jcs	jcs	estructura			
jct	jct	estructura			sí
jcu	jcu	estructura			
jcv	jcv	estructura			
jcy	jcy	estructura			
jcz	jcz	estructura			
jdb	jdb	estructura			
jdc	jdc	estructura			
jdf	jdf	estructura			
jdh	jdh	estructura			
jdi	jdi	estructura			
jdk	jdk	estructura			
jdm	jdm	estructura			
jdp	jdp	estructura			
jds	jds	estructura			
jdu	jdu	estructura			
jdv	jdv	estructura			
jdx	jdx	estructura			
jdz	jdz	estructura			
jea	jea	estructura			
jeb	jeb	estructura			
jed	jed	estructura			
jef	jef	estructura			
jeg	jeg	estructura			
jei	jei	estructura			
jej	jej	estructura			
jek	jek	estructura			
jem	jem	estructura			
jen	jen	estructura			
jeo	jeo	estructura			
jeq	jeq	estructura			
jet	jet	estructura			
jeu	jeu	estructura			
jew	jew	estructura			
jex	jex	estructura			
jey	jey	estructura			
jez	jez	estructura			
jfb	jfb	estructura			
jfc	jfc	estructura			sí
jfd	jfd	estructura			
jff	jff	estructura			
jfh	jfh	estructura			
jfi	jfi	estructura			
jfk	jfk	estructura			
jfl	jfl	estructura			
jfm	jfm	estructura			
jfo	jfo	estructura			
jfp	jfp	estructura			
jfr	jfr	estructura			
jfs	jfs	estructura			
jft	jft	estructura			
jfv	jfv	estructura			
jfw	jfw	estructura			
jfy	jfy	estructura			
jfz	jfz	estructura			
jga	jga	estructura			
jgb	jgb	estructura			
jgc	jgc	estructura			
jgg	jgg	estructura			
jgi	jgi	estructura			
jgj	jgj	estructura			
jgl	jgl	estructura			
jgn	jgn	estructura			
jgo	jgo	estructura			
jgq	jgq	estructura			
jgr	jgr	estructura			
jgs	jgs	estructura			
jgu	jgu	estructura	SpouseInformationsMessage	El conyuge, con su look; se descarta. 13 mensajes.	sí
jgv	jgv	estructura			sí
jgw	jgw	estructura			
jgx	jgx	estructura			
jgz	jgz	estructura			
jha	jha	estructura			
jhb	jhb	estructura			
jhc	jhc	estructura			
jhd	jhd	estructura			
jhe	jhe	estructura		El gremio de la cuenta grabada; se descarta. 7 mensajes.	sí
jhf	jhf	estructura			
jhh	jhh	estructura	GuildInformationsGeneralMessage	El gremio otra vez: fecha de fundacion, nivel y numero de miembros. Se descarta; mientras viajaba provocaba un NullReferenceException en el cliente. 18 mensajes.	sí
jhk	jhk	estructura		El nombre del gremio, escrito. Se descarta; mientras viajaba provocaba un NullReferenceException en el cliente. 2 mensajes.	sí
jhn	jhn	estructura			
jho	jho	estructura			
jhp	jhp	estructura			
jhq	jhq	estructura			
jhr	jhr	estructura			
jhu	jhu	estructura			
jhv	jhv	estructura			
jhw	jhw	estructura			
jhy	jhy	estructura			
jhz	jhz	estructura			
jia	jia	estructura			
jib	jib	estructura			
jid	jid	estructura			
jie	jie	estructura			
jii	jii	estructura		No implementado. Exclusivo de las capturas de gremio (Gremio); 21 mensajes.	
jij	jij	estructura			
jik	jik	estructura			
jil	jil	estructura			
jim	jim	estructura			
jin	jin	estructura			
jio	jio	estructura			
jiq	jiq	estructura			
jir	jir	estructura			
jit	jit	estructura			
jiv	jiv	estructura			
jiy	jiy	estructura			
jiz	jiz	estructura			
jja	jja	estructura			
jjc	jjc	estructura			
jjd	jjd	estructura			
jje	jje	estructura			
jjf	jjf	estructura			
jjg	jjg	estructura			
jjj	jjj	estructura			
jjm	jjm	estructura			
jjn	jjn	estructura			
jjp	jjp	estructura			
jjs	jjs	estructura		Un puesto de jugador en el mapa, con la cuenta detras; se descarta. 10 mensajes.	sí
jjt	jjt	estructura			
jjv	jjv	estructura			
jjw	jjw	estructura			
jjx	jjx	estructura			
jjy	jjy	estructura			
jjz	jjz	estructura			
jke	jke	estructura			
jkf	jkf	estructura			
jkh	jkh	estructura			
jki	jki	estructura			
jkj	jkj	estructura			
jkl	jkl	estructura			
jko	jko	estructura			
jkq	jkq	estructura			
jkr	jkr	estructura			
jkt	jkt	estructura			
jku	jku	estructura			
jkv	jkv	estructura			
jkw	jkw	estructura			
jkx	jkx	estructura			
jky	jky	estructura			
jla	jla	estructura			
jlb	jlb	estructura			
jle	jle	estructura			
jlg	jlg	estructura			
jlh	jlh	estructura			
jlk	jlk	estructura			
jll	jll	estructura			
jlm	jlm	estructura			
jlo	jlo	estructura			
jlp	jlp	estructura			
jlq	jlq	estructura			
jls	jls	estructura			
jlt	jlt	estructura			
jlu	jlu	estructura			
jlv	jlv	estructura			
jlw	jlw	estructura			
jlx	jlx	estructura		No implementado. Exclusivo de las capturas de gremio (Gremio); 8 mensajes.	
jly	jly	estructura			
jlz	jlz	estructura			
jma	jma	estructura			
jmc	jmc	estructura			
jme	jme	estructura			
jmf	jmf	estructura		No implementado. Exclusivo de las capturas de gremio (Gremio); 8 mensajes.	
jmi	jmi	estructura			
jml	jml	estructura		No implementado. Exclusivo de las capturas de gremio (Gremio); 14 mensajes.	
jmo	jmo	estructura			
jmp	jmp	estructura			
jms	jms	estructura			
jmu	jmu	estructura		No implementado. Exclusivo de las capturas de busqueda de grupo (Busqueda grupo); 8 mensajes.	
jmv	jmv	estructura			
jmx	jmx	estructura			
jmz	jmz	estructura			
jna	jna	estructura			
jnc	jnc	estructura			
jnf	jnf	estructura			
jng	jng	estructura			
jnh	jnh	estructura			
jnk	jnk	estructura			
jnn	jnn	estructura			
jnp	jnp	estructura			
jnr	jnr	estructura			
jns	jns	estructura			
jnt	jnt	estructura			
jnu	jnu	estructura			
jnv	jnv	estructura			
jnw	jnw	estructura			
jny	jny	estructura			
jnz	jnz	estructura			
joa	joa	estructura			
joc	joc	estructura			
jod	jod	estructura			
jof	jof	estructura			
jog	jog	estructura			
joh	joh	estructura		Parte de la rafaga de inicializacion de 3.6.4.3 que dispara kkn. No aparece en ninguna de las 242 capturas.	sí
joj	joj	estructura			
jol	jol	estructura			
jom	jom	estructura			
jon	jon	estructura			
jop	jop	estructura			
joq	joq	estructura		Sus dos llamadores son rutas de 3.6.4.3. 1 mensaje en 1 fichero.	sí
jor	jor	estructura			
jos	jos	estructura		Cambio de mapa antiguo (3.6.4.3), sustituido por jqk. No aparece en ninguna captura.	sí
jot	jot	estructura			
jov	jov	estructura			
joy	joy	estructura			
joz	joz	estructura			
jpb	jpb	estructura			
jpe	jpe	estructura			
jpg	jpg	estructura			
jpi	jpi	estructura			
jpj	jpj	estructura			
jpk	jpk	estructura			
jpn	jpn	estructura			
jpq	jpq	estructura			
jpr	jpr	estructura		No implementado. Exclusivo de las capturas de busqueda de grupo (Busqueda grupo); 5 mensajes.	
jps	jps	estructura			
jpv	jpv	estructura			sí
jpx	jpx	estructura		No implementado. Exclusivo de las capturas de busqueda de grupo (Busqueda grupo); 8 mensajes.	
jpy	jpy	estructura			
jpz	jpz	estructura			
jqb	jqb	estructura			
jqd	jqd	estructura			
jqe	jqe	estructura			
jqf	jqf	estructura			sí
jqi	jqi	estructura	MapMovementConfirmRequest	Estoy en el borde, puedo salir.	sí
jqj	jqj	estructura			
jqk	jqk	estructura	ChangeMapMessage	El mapa al que quiere ir; la casilla y la orientacion de llegada se calculan del lado de salida (13 de casilla lateral, 532 en vertical), medido en las capturas.	sí
jql	jql	estructura			
jqn	jqn	estructura			
jqp	jqp	estructura			
jqr	jqr	estructura			
jqs	jqs	estructura			
jqt	jqt	estructura		No implementado. Exclusivo de las capturas de extras de movimiento (Movimiento); 5 mensajes.	
jqw	jqw	estructura			
jqx	jqx	estructura			
jqy	jqy	estructura			
jqz	jqz	estructura			
jra	jra	estructura			
jrd	jrd	estructura			
jrg	jrg	estructura			
jrh	jrh	estructura	WorldEntryRequests	Quien esta en este mapa; sin respuesta el mapa se dibuja vacio, sin avatar, sin PNJs y sin monstruos.	sí
jri	jri	estructura			
jrk	jrk	estructura			sí
jrl	jrl	estructura			
jrn	jrn	estructura			
jro	jro	estructura			
jrq	jrq	estructura			
jrr	jrr	estructura			
jru	jru	estructura	CurrentMapMessage	Carga este mapa; enviarlo dos veces hace que el cliente recargue el mundo en bucle.	sí
jrv	jrv	estructura			
jrw	jrw	estructura	GameMapMovementRequestMessage	Caminar por un camino de casillas; cada paso empaqueta la orientacion en los bits altos de la casilla. El map id se comprueba contra la sesion y si no cuadra se ignora.	sí
jry	jry	estructura			
jrz	jrz	estructura			
jsa	jsa	estructura			
jsc	jsc	estructura			
jsd	jsd	estructura	GameContextRemoveElementMessage	Quita un actor del mapa; su propio cambio de mapa cuenta.	sí
jse	jse	estructura			
jsg	jsg	estructura			
jsh	jsh	estructura			
jsj	jsj	estructura	GameMapMovementMessage	El movimiento confirmado; saltarselo deja al actor con orientacion cero.	sí
jsk	jsk	estructura			
jsl	jsl	estructura			
jsn	jsn	estructura	GameContextRefreshEntityLookMessage	Este actor ha cambiado: el bloque de actor entero, con casilla, id y el look nuevo. Es de lo que redibuja el cliente en el mapa.	sí
jsq	jsq	estructura	MapMovementConfirmResponse	Adelante; no lleva mas que el id de peticion repetido, en el campo raiz 3. Sin el, el cliente nunca envia jqk y el personaje se queda en el borde.	sí
jss	jss	estructura	MapComplementaryInformationsDataMessage	Los actores del mapa; f6 (subarea) es obligatorio o el cliente revienta en MapInfoUI.SetInfoFromSubarea. El tipo de actor lo da el campo presente dentro de f2.f1: f5 jugador, f7 PNJ, f4 grupo de monstruos, con ids contextuales negativos para PNJs y grupos.	sí
jsy	jsy	estructura			
jsz	jsz	estructura			
jta	jta	estructura			
jtc	jtc	estructura			
jtd	jtd	estructura			
jte	jte	estructura		Se responde con una trama jto hardcodeada. No aparece en ninguna captura.	sí
jtg	jtg	estructura	GiftsListMessage	Catalogo de regalos de la cuenta; se envia vacio porque nuestras cuentas no tienen ninguno.	sí
jth	jth	estructura			
jti	jti	estructura		Combate. 1275 mensajes, 22 ficheros.	sí
jtj	jtj	estructura			
jtl	jtl	estructura			
jtn	jtn	estructura		Combate; el opcode mas frecuente de todo el conjunto: 14728 mensajes en los 23 ficheros que contienen un combate.	
jto	jto	estructura		Lo envia el servidor y el cliente nunca; el emulador lo tiene en la rama de lista de personajes, a la que solo llega kpa. 7324 mensajes en 23 ficheros.	sí
jtq	jtq	estructura			
jtr	jtr	estructura			
jts	jts	estructura			
jtv	jtv	estructura			
jtw	jtw	estructura			
jtx	jtx	estructura			sí
jty	jty	estructura			
jtz	jtz	estructura			
jua	jua	estructura			
juc	juc	estructura			sí
jue	jue	estructura			
juf	juf	estructura			
jug	jug	estructura			
jui	jui	estructura			
juk	juk	estructura			
jun	jun	estructura			
juo	juo	estructura			
jup	jup	estructura			
jur	jur	estructura			
jus	jus	estructura			
jut	jut	estructura			sí
juu	juu	estructura			sí
jux	jux	estructura			
juz	juz	estructura			
jva	jva	estructura			
jvb	jvb	estructura			
jvc	jvc	estructura			
jve	jve	estructura			
jvf	jvf	estructura			
jvg	jvg	estructura			
jvi	jvi	estructura			
jvj	jvj	estructura			
jvk	jvk	estructura			
jvl	jvl	estructura			
jvn	jvn	estructura			sí
jvo	jvo	estructura			
jvp	jvp	estructura			
jvs	jvs	estructura			
jvt	jvt	estructura			
jvu	jvu	estructura			
jvv	jvv	estructura			
jvw	jvw	estructura			
jvz	jvz	estructura			
jwa	jwa	estructura			
jwb	jwb	estructura			sí
jwc	jwc	estructura			
jwe	jwe	estructura		Lo envia el servidor pero el emulador lo usa como disparador de cliente. 9463 mensajes en 23 ficheros.	sí
jwf	jwf	estructura			sí
jwh	jwh	estructura		Combate. 431 mensajes, 19 ficheros.	sí
jwi	jwi	estructura		Combate. 7324 mensajes, 23 ficheros.	sí
jwj	jwj	estructura		No implementado. Exclusivo de las capturas de tienda (Tienda); 13 mensajes.	
jwm	jwm	estructura		Direccion invertida en el emulador: lo construye como mensaje de servidor pero lo envia el cliente. 7 mensajes en 1 fichero.	sí
jwn	jwn	estructura			
jwo	jwo	estructura			sí
jwq	jwq	estructura			sí
jwr	jwr	estructura			
jws	jws	estructura			
jwt	jwt	estructura			
jwv	jwv	estructura			
jww	jww	estructura			
jwx	jwx	estructura			
jwz	jwz	estructura		Combate. 513 mensajes, 23 ficheros.	sí
jxa	jxa	estructura			
jxb	jxb	estructura			sí
jxc	jxc	estructura		Combate. 739 mensajes, 23 ficheros.	sí
jxf	jxf	estructura			
jxg	jxg	estructura			sí
jxh	jxh	estructura		Combate. 514 mensajes, 23 ficheros.	sí
jxi	jxi	estructura			
jxj	jxj	estructura			
jxk	jxk	estructura			
jxl	jxl	estructura			
jxm	jxm	estructura		Combate. 6556 mensajes, 23 ficheros.	sí
jxn	jxn	estructura			
jxo	jxo	estructura			
jxp	jxp	estructura			
jxs	jxs	estructura		No implementado. Exclusivo de las capturas de mazmorras (Mazmorras); 1 mensajes.	
jxt	jxt	estructura			
jxu	jxu	estructura			
jxv	jxv	estructura			
jxw	jxw	estructura		Lo envia el servidor pero el emulador lo usa como disparador de cliente. 4933 mensajes en 23 ficheros.	sí
jxx	jxx	estructura		Despacho de combate antiguo (3.6.4.3). No aparece en ninguna captura.	sí
jxy	jxy	estructura			sí
jxz	jxz	estructura			sí
jya	jya	estructura		Solo alcanzable desde el despacho de combate muerto. 3962 mensajes en 20 ficheros.	sí
jyb	jyb	estructura			
jyc	jyc	estructura			
jyd	jyd	estructura			
jyf	jyf	estructura			sí
jyg	jyg	estructura		Solo alcanzable desde el despacho de combate muerto. 36 mensajes en 22 ficheros.	sí
jyj	jyj	estructura		Solo alcanzable desde el despacho de combate muerto. 178 mensajes en 21 ficheros.	sí
jyn	jyn	estructura			
jyo	jyo	estructura			
jyp	jyp	estructura			
jyq	jyq	estructura			
jys	jys	estructura			sí
jyt	jyt	estructura		Combate. 503 mensajes, 20 ficheros.	sí
jyu	jyu	estructura			
jyv	jyv	estructura			
jyw	jyw	estructura			
jyy	jyy	estructura			sí
jyz	jyz	estructura			sí
jzb	jzb	estructura			
jzc	jzc	estructura		Combate. 538 mensajes, 23 ficheros.	sí
jzd	jzd	estructura			
jze	jze	estructura			
jzh	jzh	estructura			
jzi	jzi	estructura			
jzj	jzj	estructura			
jzk	jzk	estructura			
jzl	jzl	estructura			
jzm	jzm	estructura			
jzo	jzo	estructura			
jzq	jzq	estructura			
jzr	jzr	estructura			
jzs	jzs	estructura			
jzu	jzu	estructura			sí
jzw	jzw	estructura		No implementado. Exclusivo de las capturas de busqueda de grupo (Busqueda grupo); 12 mensajes.	
jzx	jzx	estructura			
jzy	jzy	estructura			sí
jzz	jzz	estructura			
kaa	kaa	estructura			sí
kab	kab	estructura			
kac	kac	estructura			
kad	kad	estructura			
kae	kae	estructura			sí
kah	kah	estructura			sí
kai	kai	estructura			sí
kal	kal	estructura			
kam	kam	estructura			sí
kan	kan	estructura			
kap	kap	estructura			
kaq	kaq	estructura			sí
kar	kar	estructura			
kau	kau	estructura			sí
kav	kav	estructura			
kaw	kaw	estructura			
kay	kay	estructura			
kaz	kaz	estructura			
kba	kba	estructura			sí
kbb	kbb	estructura			
kbd	kbd	estructura			sí
kbg	kbg	estructura			
kbh	kbh	estructura			
kbi	kbi	estructura			
kbj	kbj	estructura			
kbk	kbk	estructura			
kbl	kbl	estructura			
kbm	kbm	estructura			
kbn	kbn	estructura			
kbo	kbo	estructura			
kbr	kbr	estructura			
kbt	kbt	estructura			
kbu	kbu	estructura			
kbv	kbv	estructura			
kbw	kbw	estructura			
kby	kby	estructura			
kbz	kbz	estructura			
kcc	kcc	estructura			
kcd	kcd	estructura			
kce	kce	estructura			
kcf	kcf	estructura			
kcg	kcg	estructura			
kch	kch	estructura			
kci	kci	estructura	ExchangeStartedStorageMessage	El cofre se abre; los dos valores son constantes en la captura y el 100 parece el numero de huecos.	sí
kcj	kcj	estructura		No implementado. Exclusivo de las capturas de oficios (Oficios); 114 mensajes.	
kck	kck	estructura			
kcl	kcl	estructura			
kcm	kcm	estructura			
kco	kco	estructura			
kcq	kcq	estructura			
kcr	kcr	estructura	ExchangeObjectMoveMessage	Mover un objeto del cofre; la direccion no viaja, se deduce de donde esta el objeto. f1 llega como -1 cuando se arrastra la pila entera.	sí
kcs	kcs	estructura			
kcu	kcu	estructura		No implementado. Exclusivo de las capturas de interactivos varios (Interactivos varios); 4 mensajes.	
kcv	kcv	estructura			
kcx	kcx	estructura			
kcy	kcy	estructura			
kcz	kcz	estructura			
kda	kda	estructura			
kdb	kdb	estructura		No implementado. Exclusivo de las capturas de oficios (Oficios); 114 mensajes.	
kdc	kdc	estructura			
kdd	kdd	estructura			
kde	kde	estructura			
kdg	kdg	estructura			sí
kdh	kdh	estructura			
kdk	kdk	estructura			
kdp	kdp	estructura			
kdr	kdr	estructura			
kds	kds	estructura			
kdv	kdv	estructura			
kdw	kdw	estructura			
kdx	kdx	estructura		Lo envia el cliente (10 veces en 1 fichero) pero el emulador lo construye como mensaje de servidor y nunca lo llama. El fichero de mapeos lo llama AccountCapabilitiesMessage, y eso es falso.	sí
kdy	kdy	estructura			
kdz	kdz	estructura			
kea	kea	estructura			sí
ked	ked	estructura			
kee	kee	estructura			
kef	kef	estructura			
keg	keg	estructura			
keh	keh	estructura			
kei	kei	estructura			
kej	kej	estructura			
kek	kek	estructura			
kem	kem	estructura			
ken	ken	estructura			
keo	keo	estructura			
kep	kep	estructura			
keq	keq	estructura		No implementado. Exclusivo de las capturas de intercambio (Intercambio); 4 mensajes.	
ker	ker	estructura			
kes	kes	estructura			
ket	ket	estructura		No implementado. Exclusivo de las capturas de intercambio (Intercambio); 5 mensajes.	
keu	keu	estructura			
kev	kev	estructura			
kew	kew	estructura			
kex	kex	estructura			
kez	kez	estructura			
kfa	kfa	estructura			
kfb	kfb	estructura			
kfc	kfc	estructura			
kfe	kfe	estructura			
kfh	kfh	estructura			
kfi	kfi	estructura			
kfj	kfj	estructura			
kfk	kfk	estructura			
kfl	kfl	estructura			
kfn	kfn	estructura			
kfp	kfp	estructura			
kfs	kfs	estructura			
kfv	kfv	estructura			
kfw	kfw	estructura			
kfx	kfx	estructura			
kfz	kfz	estructura		No implementado. Exclusivo de las capturas de intercambio (Intercambio); 3 mensajes.	
kga	kga	estructura			
kgb	kgb	estructura			
kgd	kgd	estructura			
kge	kge	estructura			
kgf	kgf	estructura			
kgh	kgh	estructura			
kgi	kgi	estructura			
kgj	kgj	estructura			
kgk	kgk	estructura			
kgl	kgl	estructura		No implementado. Exclusivo de las capturas de interactivos varios (Interactivos varios); 12 mensajes.	
kgm	kgm	estructura			
kgp	kgp	estructura		No implementado. Exclusivo de las capturas de interactivos varios (Interactivos varios); 9 mensajes.	
kgq	kgq	estructura			
kgr	kgr	estructura			
kgt	kgt	estructura			
kgu	kgu	estructura			
kgv	kgv	estructura			
kgw	kgw	estructura			
kgx	kgx	estructura			
kgy	kgy	estructura			
kgz	kgz	estructura			
kha	kha	estructura			
khd	khd	estructura	ExchangeLeaveMessage	El cofre se cerro.	sí
khh	khh	estructura			
khi	khi	estructura			
khj	khj	estructura			
khk	khk	estructura			
khl	khl	estructura			
khm	khm	estructura			
khn	khn	estructura			
khr	khr	estructura			
khu	khu	estructura		No implementado. Exclusivo de las capturas de casas (Casas); 4 mensajes.	
khv	khv	estructura		No implementado. Exclusivo de las capturas de casas (Casas); 4 mensajes.	
khw	khw	estructura			
khx	khx	estructura			
kia	kia	estructura		No implementado. Exclusivo de las capturas de casas (Casas); 4 mensajes.	
kid	kid	estructura			
kif	kif	estructura			
kig	kig	estructura			
kih	kih	estructura			
kij	kij	estructura			
kil	kil	estructura			
kim	kim	estructura			
kin	kin	estructura			
kip	kip	estructura			
kiq	kiq	estructura			
kis	kis	estructura			
kiv	kiv	estructura			
kiw	kiw	estructura			
kiy	kiy	estructura			
kiz	kiz	estructura			
kjb	kjb	estructura			
kje	kje	estructura			
kjg	kjg	estructura			
kji	kji	estructura			
kjj	kjj	estructura			
kjl	kjl	estructura		Lo envia el servidor pero NpcHandler lo despacha como peticion de cliente. 1 mensaje en 1 fichero.	
kjo	kjo	estructura			
kjr	kjr	estructura			
kjs	kjs	estructura			
kjv	kjv	estructura			
kjw	kjw	estructura			
kjx	kjx	estructura			
kka	kka	estructura			
kkb	kkb	estructura			
kkc	kkc	estructura			
kke	kke	estructura			
kkg	kkg	estructura			
kkh	kkh	estructura			
kki	kki	estructura			
kkk	kkk	estructura			
kkl	kkl	estructura			
kkm	kkm	estructura		Parte de la rafaga de inicializacion de 3.6.4.3 que dispara kkn. No aparece en ninguna de las 242 capturas.	sí
kko	kko	estructura			
kkq	kkq	estructura			
kkr	kkr	estructura		Peticion de carga de mapa antigua (3.6.4.3). No aparece en ninguna captura.	sí
kkt	kkt	estructura			
kku	kku	estructura		Solo alcanzable desde isi, que nunca llega. 2 mensajes en 2 ficheros.	sí
kkw	kkw	estructura			
kkz	kkz	estructura			sí
kla	kla	estructura	LeaveDialogRequestMessage	El boton de cerrar el dialogo; vacio, y el cliente espera: la ventana no se cierra hasta que lo dice el servidor.	sí
klb	klb	estructura			
kld	kld	estructura	LeaveDialogMessage	Cierra el dialogo; el cliente no cierra la ventana del zaap por si mismo. f1 es un motivo fijo, no algo que calcular.	sí
klg	klg	estructura			
kli	kli	estructura			
klk	klk	estructura			
klm	klm	estructura			
klp	klp	estructura		Parte de la rafaga final de 3.6.4.3 que dispara ibt (icg se envia tres veces). No aparece en ninguna de las 242 capturas.	sí
klq	klq	estructura			
klu	klu	estructura			
klx	klx	estructura			
klz	klz	estructura			
kmb	kmb	estructura		Sale con jsn cuando se guarda un look; medidos 49 kmb estando montado y ninguno sin montura. No se envia: los cambios de look llegan igual por jsn. 172 mensajes, 62 ficheros.	
kmc	kmc	estructura			
kme	kme	estructura			
kmh	kmh	estructura			
kmi	kmi	estructura			
kmj	kmj	estructura			
kmk	kmk	estructura		Combate. 264 mensajes, 22 ficheros.	sí
kml	kml	estructura			sí
kmn	kmn	estructura			
kmp	kmp	estructura			sí
kmq	kmq	estructura			
kmr	kmr	estructura		En la linea temporal de entrada al mundo, el servidor le contesta con 11 tramas, entre ellas jru (el mapa).	
kmu	kmu	estructura		Presente en 25 de las 31 carpetas de captura (399 mensajes, 90 ficheros). Nada establecido.	sí
kmv	kmv	estructura		Llega con jrh en cada carga de mapa y no espera nada de vuelta; el emulador ya lo ignora en silencio. 727 mensajes, 88 ficheros.	sí
kmw	kmw	estructura			sí
kmz	kmz	estructura			
knc	knc	estructura			sí
knf	knf	estructura			
kni	kni	estructura			
knk	knk	estructura			
knl	knl	estructura			
knm	knm	estructura		Junto con kno y kny es lo que el cliente reenvia unos dos segundos despues cuando no le llego lva y no da el mapa por cargado.	
knn	knn	estructura			
kno	kno	estructura		Junto con knm y kny es lo que el cliente reenvia unos dos segundos despues cuando no le llego lva y no da el mapa por cargado.	
kns	kns	estructura		La respuesta al ping kod de 3.6.4.3. No aparece en ninguna de las 242 capturas.	sí
knt	knt	estructura			
knv	knv	estructura			sí
knw	knw	estructura			
kny	kny	estructura		Junto con knm y kno es lo que el cliente reenvia unos dos segundos despues cuando no le llego lva y no da el mapa por cargado.	
knz	knz	estructura			
koc	koc	estructura			
kod	kod	estructura		El ping de 3.6.4.3, respondido con kns. Sustituido por kqo/kqy. No aparece en ninguna captura.	sí
koe	koe	estructura			
kof	kof	estructura			sí
kog	kog	estructura			
koh	koh	estructura			
koi	koi	estructura			
koj	koj	estructura		Veinte cuentas Ankama con id, apodo y tag; se reconoce y se descarta por privacidad. El builder no se llama nunca. El fichero de mapeos lo llama HavenBagStatusMessage, y eso es falso. 28 mensajes en 7 ficheros.	sí
kok	kok	estructura			
kol	kol	estructura			
kon	kon	estructura			
koo	koo	estructura			
koq	koq	estructura			
kou	kou	estructura			
kov	kov	estructura			
kox	kox	estructura			
kpa	kpa	estructura	CharactersListRequestMessage	Peticion de la lista de personajes; se despacha, pero solo se ve una vez en 242 capturas.	sí
kpb	kpb	estructura			
kpe	kpe	estructura			
kph	kph	estructura			
kpi	kpi	estructura			
kpj	kpj	estructura			
kpl	kpl	estructura			
kpm	kpm	estructura			
kpp	kpp	estructura			
kpr	kpr	estructura			
kpv	kpv	estructura			
kpw	kpw	estructura			
kpy	kpy	estructura			
kpz	kpz	estructura			
kqc	kqc	estructura			
kqd	kqd	estructura			
kqg	kqg	estructura	ContactsListMessage	La lista de contactos de la cuenta grabada; se reconoce por opcode y se descarta. 28 mensajes.	sí
kqh	kqh	estructura			
kqi	kqi	estructura			
kqk	kqk	estructura			sí
kqm	kqm	estructura		La lista que envia la rama hmv de 3.6.4.3, junto con hnk. No aparece en ninguna de las 242 capturas.	sí
kqo	kqo	estructura	BasicPingMessage	El latido, cada cinco segundos mientras el cliente esta en el mundo; el mensaje de cliente mas frecuente, en 235 de los 242 ficheros. El fichero de mapeos lo llama ChatChannelsReadMessage, y eso es falso.	sí
kqp	kqp	estructura		Se envia tres veces seguidas con tres cargas distintas; significado no establecido.	sí
kqq	kqq	estructura	LogoutRequestMessage	El cliente vuelve a la pantalla de personaje o de servidor.	sí
kqr	kqr	estructura	LogoutResultMessage	Respuesta a kqq; despues el cliente cierra la conexion el mismo y rehace el handshake.	sí
kqs	kqs	estructura			
kqt	kqt	estructura			
kqu	kqu	estructura	ServerOptionalFeaturesMessage	Funcionalidades habilitadas en el servidor, como ids opacos copiados de la captura. NO es una peticion de lista de personajes.	sí
kqv	kqv	estructura			
kqw	kqw	estructura			
kqy	kqy	estructura	BasicPongMessage	La respuesta al latido, y nada mas; viaja en el campo raiz 1, no en el de respuesta.	sí
kqz	kqz	estructura	AuthenticationTicketMessage	Presenta el ticket de un solo uso; vincula la sesion a una cuenta y a un servidor, y un ticket desconocido cierra la conexion.	sí
