# Mapeo de 3.6.9.9 a 3.6.10.10.
#
# origen: estructura = lo resolvió el emparejador y no se equivoca;
#         modelo     = había varios candidatos con la misma forma y eligió un LLM;
#         duda       = hay candidatos y nadie ha elegido. NO usar sin mirarlo.
#         retirado   = ni un solo candidato: o es nuevo, o ya no está.
#
# viejo	nuevo	origen	nombre	qué hace	lo usa el emulador
jvb	jvb	estructura			
jvc	jvc	estructura			
jve	jve	estructura			
jvf	jvf	estructura			
jvg	jvg	estructura			
jvi	jvi	estructura			
jvj	jvj	estructura			
jvk	jvk	estructura			
jvl	jvl	estructura			
jvn	jvn	estructura			
jvo	jvo	estructura			
jvp	jvp	estructura			
jvs	jvs	estructura			
jvt	jvt	estructura			
jvu	jvu	estructura			
jvv	jvv	estructura			
jvw	jvw	estructura			
jvz	jvz	estructura			
jwa	jwa	estructura			
jwb	jwb	estructura			
jwc	jwc	estructura			
jwe	jwe	estructura			
jwf	jwf	estructura			
jwh	jwh	estructura			
jwi	jwi	estructura			
jwj	jwj	estructura			
jwm	jwm	estructura			
jwn	jwn	estructura			
jwo	jwo	estructura			
jwq	jwq	estructura			
jwr	jwr	estructura			
jws	jws	estructura			
jwt	jwt	estructura			
jwv	jwv	estructura			
jww	jww	estructura			
jwx	jwx	estructura			
jwz	jwz	estructura			
jxa	jxa	estructura			
jxb	jxb	estructura			
jxc	jxc	estructura			
jxf	jxf	estructura			
jxg	jxg	estructura			
jxh	jxh	estructura			
jxi	jxi	estructura			
jxj	jxj	estructura			
jxk	jxk	estructura			
jxl	jxl	estructura			
jxm	jxm	estructura			
jxn	jxn	estructura			
jxo	jxo	estructura			
jxp	jxp	estructura			
jxs	jxs	estructura			
jxt	jxt	estructura			
jxu	jxu	estructura			
jxv	jxv	estructura			
jxw	jxw	estructura			
jxx	jxx	estructura			
jxy	jxy	estructura			
jxz	jxz	estructura			
jya	jya	estructura			
jyb	jyb	estructura			
jyc	jyc	estructura			
jyd	jyd	estructura			
jyf	jyf	estructura			
jyg	jyg	estructura			
jyj	jyj	estructura			
jyn	jyn	estructura			
jyo	jyo	estructura			
jyp	jyp	estructura			
jyq	jyq	estructura			
jys	jys	estructura			
jyt	jyt	estructura			
jyu	jyu	estructura			
jyv	jyv	estructura			
jyw	jyw	estructura			
jyy	jyy	estructura			
jyz	jyz	estructura			
jzb	jzb	estructura			
jzc	jzc	estructura			
jzd	jzd	estructura			
jze	jze	estructura			
jzh	jzh	estructura			
jzi	jzi	estructura			
jzj	jzj	estructura			
jzk	jzk	estructura			
jzl	jzl	estructura			
jzm	jzm	estructura			
jzo	jzo	estructura			
jzq	jzq	estructura			
jzr	jzr	estructura			
jzs	jzs	estructura			
jzu	jzu	estructura			
jzw	jzw	estructura			
jzx	jzx	estructura			
jzy	jzy	estructura			
jzz	jzz	estructura			
kaa	kaa	estructura			
kab	kab	estructura			
kac	kac	estructura			
kad	kad	estructura			
kae	kae	estructura			
kah	kah	estructura			
kai	kai	estructura			
kal	kal	estructura			
kam	kam	estructura			
kan	kan	estructura			
kap	kap	estructura			
kaq	kaq	estructura			
kar	kar	estructura			
kau	kau	estructura			
kav	kav	estructura			
kaw	kaw	estructura			
kay	kay	estructura			
kaz	kaz	estructura			
kba	kba	estructura			
kbb	kbb	estructura			
kbd	kbd	estructura			
kbg	kbg	estructura			
kbh	kbh	estructura			
kbi	kbi	estructura			
kbj	kbj	estructura			
kbk	kbk	estructura			
kbl	kbl	estructura			
kbm	kbm	estructura			
kbn	kbn	estructura			
kbo	kbo	estructura			
kbr	kbr	estructura			
kbt	kbt	estructura			
kbu	kbu	estructura			
kbv	kbv	estructura			
kbw	kbw	estructura			
kby	kby	estructura			
kbz	kbz	estructura			
kcc	kcc	estructura			
kcd	kcd	estructura			
kce	kce	estructura			
kcf	kcf	estructura			
kcg	kcg	estructura			
kch	kch	estructura			
kci	kci	estructura			
kcj	kcj	estructura			
kck	kck	estructura			
kcl	kcl	estructura			
kcm	kcm	estructura			
kco	kco	estructura			
kcq	kcq	estructura			
kcr	kcr	estructura			
kcs	kcs	estructura			
kcu	kcu	estructura			
kcv	kcv	estructura			
kcx	kcx	estructura			
kcy	kcy	estructura			
kcz	kcz	estructura			
kda	kda	estructura			
kdb	kdb	estructura			
kdc	kdc	estructura			
kdd	kdd	estructura			
kde	kde	estructura			
kdg	kdg	estructura			
kdh	kdh	estructura			
kdk	kdk	estructura			
kdp	kdp	estructura			
kdr	kdr	estructura			
kds	kds	estructura			
kdv	kdv	estructura			
kdw	kdw	estructura			
kdx	kdx	estructura			
kdy	kdy	estructura			
kdz	kdz	estructura			
kea	kea	estructura			
ked	ked	estructura			
kee	kee	estructura			
kef	kef	estructura			
keg	keg	estructura			
keh	keh	estructura			
kei	kei	estructura			
kej	kej	estructura			
kek	kek	estructura			
kem	kem	estructura			
ken	ken	estructura			
keo	keo	estructura			
kep	kep	estructura			
keq	keq	estructura			
ker	ker	estructura			
kes	kes	estructura			
ket	ket	estructura			
keu	keu	estructura			
kev	kev	estructura			
kew	kew	estructura			
kex	kex	estructura			
kez	kez	estructura			
kfa	kfa	estructura			
kfb	kfb	estructura			
kfc	kfc	estructura			
kfe	kfe	estructura			
kfh	kfh	estructura			
kfi	kfi	estructura			
kfj	kfj	estructura			
kfk	kfk	estructura			
kfl	kfl	estructura			
kfn	kfn	estructura			
kfp	kfp	estructura			
kfs	kfs	estructura			
kfv	kfv	estructura			
kfw	kfw	estructura			
kfx	kfx	estructura			
kfz	kfz	estructura			
kga	kga	estructura			
kgb	kgb	estructura			
kgd	kgd	estructura			
kge	kge	estructura			
kgf	kgf	estructura			
kgh	kgh	estructura			
kgi	kgi	estructura			
kgj	kgj	estructura			
kgk	kgk	estructura			
kgl	kgl	estructura			
kgm	kgm	estructura			
kgp	kgp	estructura			
kgq	kgq	estructura			
kgr	kgr	estructura			
kgt	kgt	estructura			
kgu	kgu	estructura			
kgv	kgv	estructura			
kgw	kgw	estructura			
kgx	kgx	estructura			
kgy	kgy	estructura			
kgz	kgz	estructura			
kha	kha	estructura			
khd	khd	estructura			
khh	khh	estructura			
khi	khi	estructura			
khj	khj	estructura			
khk	khk	estructura			
khl	khl	estructura			
khm	khm	estructura			
khn	khn	estructura			
khr	khr	estructura			
khu	khu	estructura			
khv	khv	estructura			
khw	khw	estructura			
khx	khx	estructura			
kia	kia	estructura			
kid	kid	estructura			
kif	kif	estructura			
kig	kig	estructura			
kih	kih	estructura			
kij	kij	estructura			
kil	kil	estructura			
kim	kim	estructura			
kin	kin	estructura			
kip	kip	estructura			
kiq	kiq	estructura			
kis	kis	estructura			
kiv	kiv	estructura			
kiw	kiw	estructura			
kiy	kiy	estructura			
kiz	kiz	estructura			
kjb	kjb	estructura			
kje	kje	estructura			
kjg	kjg	estructura			
kji	kji	estructura			
kjj	kjj	estructura			
kjl	kjl	estructura			
kjo	kjo	estructura			
kjr	kjr	estructura			
kjs	kjs	estructura			
kjv	kjv	estructura			
kjw	kjw	estructura			
kjx	kjx	estructura			
kka	kka	estructura			
kkb	kkb	estructura			
kkc	kkc	estructura			
kke	kke	estructura			
kkg	kkg	estructura			
kkh	kkh	estructura			
kki	kki	estructura			
kkk	kkk	estructura			
kkl	kkl	estructura			
kkm	kkm	estructura			
kko	kko	estructura			
kkq	kkq	estructura			
kkr	kkr	estructura			
kkt	kkt	estructura			
kku	kku	estructura			
kkw	kkw	estructura			
kkz	kkz	estructura			
kla	kla	estructura			
klb	klb	estructura			
kld	kld	estructura			
klg	klg	estructura			
kli	kli	estructura			
klk	klk	estructura			
klm	klm	estructura			
klp	klp	estructura			
klq	klq	estructura			
klu	klu	estructura			
klx	klx	estructura			
klz	klz	estructura			
kmb	kmb	estructura			
kmc	kmc	estructura			
kme	kme	estructura			
kmh	kmh	estructura			
kmi	kmi	estructura			
kmj	kmj	estructura			
kmk	kmk	estructura			
kml	kml	estructura			
kmn	kmn	estructura			
kmp	kmp	estructura			
kmq	kmq	estructura			
kmr	kmr	estructura			
kmu	kmu	estructura			
kmv	kmv	estructura			
kmw	kmw	estructura			
kmz	kmz	estructura			
knc	knc	estructura			
knf	knf	estructura			
kni	kni	estructura			
knk	knk	estructura			
knl	knl	estructura			
knm	knm	estructura			
knn	knn	estructura			
kno	kno	estructura			
kns	kns	estructura			
knt	knt	estructura			
knv	knv	estructura			
knw	knw	estructura			
kny	kny	estructura			
knz	knz	estructura			
koc	koc	estructura			
kod	kod	estructura			
koe	koe	estructura			
kof	kof	estructura			
kog	kog	estructura			
koh	koh	estructura			
koi	koi	estructura			
koj	koj	estructura			
kok	kok	estructura			
kol	kol	estructura			
kon	kon	estructura			
koo	koo	estructura			
koq	koq	estructura			
kou	kou	estructura			
kov	kov	estructura			
kox	kox	estructura			
kpa	kpa	estructura			
kpb	kpb	estructura			
kpe	kpe	estructura			
kph	kph	estructura			
kpi	kpi	estructura			
kpj	kpj	estructura			
kpl	kpl	estructura			
kpm	kpm	estructura			
kpp	kpp	estructura			
kpr	kpr	estructura			
kpv	kpv	estructura			
kpw	kpw	estructura			
kpy	kpy	estructura			
kpz	kpz	estructura			
kqc	kqc	estructura			
kqd	kqd	estructura			
kqg	kqg	estructura			
kqh	kqh	estructura			
kqi	kqi	estructura			
kqk	kqk	estructura			
kqm	kqm	estructura			
kqo	kqo	estructura			
kqp	kqp	estructura			
kqq	kqq	estructura			
kqr	kqr	estructura			
kqs	kqs	estructura			
kqt	kqt	estructura			
kqu	kqu	estructura			
kqv	kqv	estructura			
kqw	kqw	estructura			
kqy	kqy	estructura			
kqz	kqz	estructura			
kra	kra	estructura			
krc	krc	estructura			
krd	krd	estructura			
krf	krf	estructura			
krh	krh	estructura			
kri	kri	estructura			
krj	krj	estructura			
krl	krl	estructura			
kro	kro	estructura			
krp	krp	estructura			
krq	krq	estructura			
krs	krs	estructura			
krt	krt	estructura			
kru	kru	estructura			
krv	krv	estructura			
krx	krx	estructura			
kry	kry	estructura			
krz	krz	estructura			
ksb	ksb	estructura			
ksc	ksc	estructura			
ksf	ksf	estructura			
ksh	ksh	estructura			
ksi	ksi	estructura			
ksl	ksl	estructura			
ksm	ksm	estructura			
ksn	ksn	estructura			
kso	kso	estructura			
ksr	ksr	estructura			
kss	kss	estructura			
kst	kst	estructura			
ksu	ksu	estructura			
ksv	ksv	estructura			
ksw	ksw	estructura			
ksx	ksx	estructura			
ktb	ktb	estructura			
ktc	ktc	estructura			
kte	kte	estructura			
ktf	ktf	estructura			
kth	kth	estructura			
kti	kti	estructura			
ktl	ktl	estructura			
ktm	ktm	estructura			
ktn	ktn	estructura			
kto	kto	estructura			
ktp	ktp	estructura			
ktq	ktq	estructura			
kts	kts	estructura			
ktu	ktu	estructura			
ktw	ktw	estructura			
ktx	ktx	estructura			
kty	kty	estructura			
ktz	ktz	estructura			
kua	kua	estructura			
kub	kub	estructura			
kuc	kuc	estructura			
kuf	kuf	estructura			
kug	kug	estructura			
kuh	kuh	estructura			
kuj	kuj	estructura			
kul	kul	estructura			
kum	kum	estructura			
kup	kup	estructura			
kuq	kuq	estructura			
kur	kur	estructura			
kus	kus	estructura			
kux	kux	estructura			
kuy	kuy	estructura			
kva	kva	estructura			
kvb	kvb	estructura			
kvc	kvc	estructura			
kvd	kvd	estructura			
kvg	kvg	estructura			
kvh	kvh	estructura			
kvi	kvi	estructura			
kvj	kvj	estructura			
kvk	kvk	estructura			
kvl	kvl	estructura			
kvm	kvm	estructura			
kvn	kvn	estructura			
kvo	kvo	estructura			
kvq	kvq	estructura			
kvt	kvt	estructura			
kvu	kvu	estructura			
kvv	kvv	estructura			
kvw	kvw	estructura			
kvx	kvx	estructura			
kvy	kvy	estructura			
kvz	kvz	estructura			
kwa	kwa	estructura			
kwb	kwb	estructura			
kwc	kwc	estructura			
kwd	kwd	estructura			
kwh	kwh	estructura			
kwi	kwi	estructura			
kwj	kwj	estructura			
kwk	kwk	estructura			
kwl	kwl	estructura			
kwm	kwm	estructura			
kwn	kwn	estructura			
kwo	kwo	estructura			
kwr	kwr	estructura			
kwu	kwu	estructura			
kwv	kwv	estructura			
kww	kww	estructura			
kwx	kwx	estructura			
kxa	kxa	estructura			
kxb	kxb	estructura			
kxh	kxh	estructura			
kxj	kxj	estructura			
kxk	kxk	estructura			
kxm	kxm	estructura			
kxo	kxo	estructura			
kxp	kxp	estructura			
kxr	kxr	estructura			
kxs	kxs	estructura			
kxv	kxv	estructura			
kxw	kxw	estructura			
kxz	kxz	estructura			
kyb	kyb	estructura			
kyc	kyc	estructura			
kye	kye	estructura			
kyf	kyf	estructura			
kyi	kyi	estructura			
kyl	kyl	estructura			
kym	kym	estructura			
kyn	kyn	estructura			
kyo	kyo	estructura			
kyp	kyp	estructura			
kyr	kyr	estructura			
kys	kys	estructura			
kyu	kyu	estructura			
kyw	kyw	estructura			
kyx	kyx	estructura			
kyy	kyy	estructura			
kyz	kyz	estructura			
kza	kza	estructura			
kzc	kzc	estructura			
kze	kze	estructura			
kzg	kzg	estructura			
kzi	kzi	estructura			
kzj	kzj	estructura			
kzl	kzl	estructura			
kzn	kzn	estructura			
kzq	kzq	estructura			
kzs	kzs	estructura			
kzt	kzt	estructura			
kzu	kzu	estructura			
kzy	kzy	estructura			
lab	lab	estructura			
lad	lad	estructura			
lag	lag	estructura			
lak	lak	estructura			
lal	lal	estructura			
lao	lao	estructura			
laq	laq	estructura			
lar	lar	estructura			
las	las	estructura			
lcf	lcf	estructura			
lci	lci	estructura			
lcj	lcj	estructura			
lcm	lcm	estructura			
lcn	lcn	estructura			
lco	lco	estructura			
lcp	lcp	estructura			
lcr	lcr	estructura			
lcs	lcs	estructura			
lcu	lcu	estructura			
lcx	lcx	estructura			
lcy	lcy	estructura			
lda	lda	estructura			
ldd	ldd	estructura			
lde	lde	estructura			
ldf	ldf	estructura			
ldk	ldk	estructura			
ldm	ldm	estructura			
ldn	ldn	estructura			
ldo	ldo	estructura			
ldq	ldq	estructura			
ldr	ldr	estructura			
ldt	ldt	estructura			
ldx	ldx	estructura			
ldz	ldz	estructura			
lea	lea	estructura			
leb	leb	estructura			
lec	lec	estructura			
led	led	estructura			
lee	lee	estructura			
lef	lef	estructura			
leg	leg	estructura			
lej	lej	estructura			
lek	lek	estructura			
lel	lel	estructura			
len	len	estructura			
leo	leo	estructura			
leq	leq	estructura			
les	les	estructura			
let	let	estructura			
lev	lev	estructura			
ley	ley	estructura			
lfa	lfa	estructura			
lfc	lfc	estructura			
lfd	lfd	estructura			
lfe	lfe	estructura			
lff	lff	estructura			
lfg	lfg	estructura			
lfh	lfh	estructura			
lfi	lfi	estructura			
lfj	lfj	estructura			
lfk	lfk	estructura			
lfm	lfm	estructura			
lfo	lfo	estructura			
lfq	lfq	estructura			
lfr	lfr	estructura			
lft	lft	estructura			
lfu	lfu	estructura			
lfv	lfv	estructura			
lfx	lfx	estructura			
lfy	lfy	estructura			
lfz	lfz	estructura			
lgc	lgc	estructura			
lgd	lgd	estructura			
lgf	lgf	estructura			
lgg	lgg	estructura			
lgi	lgi	estructura			
lgj	lgj	estructura			
lgl	lgl	estructura			
lgm	lgm	estructura			
lgp	lgp	estructura			
lgr	lgr	estructura			
lgs	lgs	estructura			
lgt	lgt	estructura			
lgu	lgu	estructura			
lgw	lgw	estructura			
lgx	lgx	estructura			
lgy	lgy	estructura			
lgz	lgz	estructura			
lhd	lhd	estructura			
lhe	lhe	estructura			
lhg	lhg	estructura			
lhh	lhh	estructura			
lhi	lhi	estructura			
lhk	lhk	estructura			
lhl	lhl	estructura			
lhm	lhm	estructura			
lhn	lhn	estructura			
lho	lho	estructura			
lhp	lhp	estructura			
lhq	lhq	estructura			
lhs	lhs	estructura			
lhx	lhx	estructura			
lhz	lhz	estructura			
lia	lia	estructura			
lib	lib	estructura			
lic	lic	estructura			
lid	lid	estructura			
lie	lie	estructura			
lif	lif	estructura			
lih	lih	estructura			
lij	lij	estructura			
lik	lik	estructura			
lim	lim	estructura			
lin	lin	estructura			
lip	lip	estructura			
liq	liq	estructura			
lir	lir	estructura			
lit	lit	estructura			
liu	liu	estructura			
liw	liw	estructura			
liy	liy	estructura			
lja	lja	estructura			
ljg	ljg	estructura			
ljh	ljh	estructura			
ljj	ljj	estructura			
ljl	ljl	estructura			
ljo	ljo	estructura			
ljq	ljq	estructura			
ljr	ljr	estructura			
ljt	ljt	estructura			
ljv	ljv	estructura			
ljx	ljx	estructura			
lkc	lkc	estructura			
lkg	lkg	estructura			
lkh	lkh	estructura			
lki	lki	estructura			
lkm	lkm	estructura			
lkn	lkn	estructura			
lko	lko	estructura			
lkp	lkp	estructura			
lkq	lkq	estructura			
lkr	lkr	estructura			
lks	lks	estructura			
lkt	lkt	estructura			
lku	lku	estructura			
lkv	lkv	estructura			
lkx	lkx	estructura			
lky	lky	estructura			
lkz	lkz	estructura			
lla	lla	estructura			
llc	llc	estructura			
lld	lld	estructura			
llg	llg	estructura			
llh	llh	estructura			
lli	lli	estructura			
llj	llj	estructura			
llk	llk	estructura			
lll	lll	estructura			
llm	llm	estructura			
lln	lln	estructura			
llp	llp	estructura			
llq	llq	estructura			
lls	lls	estructura			
llu	llu	estructura			
llw	llw	estructura			
llz	llz	estructura			
lma	lma	estructura			
lmc	lmc	estructura			
lme	lme	estructura			
lmg	lmg	estructura			
lmh	lmh	estructura			
lmi	lmi	estructura			
lmk	lmk	estructura			
lmm	lmm	estructura			
lmn	lmn	estructura			
lmo	lmo	estructura			
lmq	lmq	estructura			
lmr	lmr	estructura			
lms	lms	estructura			
lmt	lmt	estructura			
lmv	lmv	estructura			
lmw	lmw	estructura			
lmx	lmx	estructura			
lmy	lmy	estructura			
lnb	lnb	estructura			
lne	lne	estructura			
lng	lng	estructura			
lnh	lnh	estructura			
lni	lni	estructura			
lnj	lnj	estructura			
lnk	lnk	estructura			
lno	lno	estructura			
lnq	lnq	estructura			
lns	lns	estructura			
lnv	lnv	estructura			
lnw	lnw	estructura			
lnx	lnx	estructura			
lny	lny	estructura			
lnz	lnz	estructura			
loa	loa	estructura			
lob	lob	estructura			
loc	loc	estructura			
loi	loi	estructura			
loj	loj	estructura			
lol	lol	estructura			
lon	lon	estructura			
lot	lot	estructura			
lou	lou	estructura			
lov	lov	estructura			
loy	loy	estructura			
lpa	lpa	estructura			
lpc	lpc	estructura			
lpe	lpe	estructura			
lpg	lpg	estructura			
lph	lph	estructura			
lpj	lpj	estructura			
lpk	lpk	estructura			
lpl	lpl	estructura			
lpo	lpo	estructura			
lpp	lpp	estructura			
lps	lps	estructura			
lpt	lpt	estructura			
lpu	lpu	estructura			
lpv	lpv	estructura			
lpx	lpx	estructura			
lpy	lpy	estructura			
lpz	lpz	estructura			
lqb	lqb	estructura			
lqc	lqc	estructura			
lqd	lqd	estructura			
lqe	lqe	estructura			
lqf	lqf	estructura			
lqg	lqg	estructura			
lqj	lqj	estructura			
lqn	lqn	estructura			
lqo	lqo	estructura			
lqq	lqq	estructura			
lqr	lqr	estructura			
lqs	lqs	estructura			
lqt	lqt	estructura			
lqu	lqu	estructura			
lqv	lqv	estructura			
lqw	lqw	estructura			
lqx	lqx	estructura			
lrc	lrc	estructura			
lrd	lrd	estructura			
lre	lre	estructura			
lrf	lrf	estructura			
lrg	lrg	estructura			
lrk	lrk	estructura			
lrl	lrl	estructura			
lrm	lrm	estructura			
lrn	lrn	estructura			
lro	lro	estructura			
lrr	lrr	estructura			
lrs	lrs	estructura			
lrt	lrt	estructura			
lru	lru	estructura			
lry	lry	estructura			
lsa	lsa	estructura			
lsb	lsb	estructura			
lsd	lsd	estructura			
lse	lse	estructura			
lsh	lsh	estructura			
lsi	lsi	estructura			
lsl	lsl	estructura			
lsm	lsm	estructura			
lsp	lsp	estructura			
lsq	lsq	estructura			
lsr	lsr	estructura			
lss	lss	estructura			
lst	lst	estructura			
lsx	lsx	estructura			
lsy	lsy	estructura			
lsz	lsz	estructura			
ltb	ltb	estructura			
ltd	ltd	estructura			
lte	lte	estructura			
ltf	ltf	estructura			
ltg	ltg	estructura			
lth	lth	estructura			
ltk	ltk	estructura			
ltl	ltl	estructura			
ltm	ltm	estructura			
ltn	ltn	estructura			
lto	lto	estructura			
ltq	ltq	estructura			
ltr	ltr	estructura			
ltu	ltu	estructura			
ltw	ltw	estructura			
lty	lty	estructura			
lua	lua	estructura			
lud	lud	estructura			
lue	lue	estructura			
luf	luf	estructura			
lug	lug	estructura			
lui	lui	estructura			
luk	luk	estructura			
lun	lun	estructura			
luo	luo	estructura			
luq	luq	estructura			
lur	lur	estructura			
lus	lus	estructura			
luu	luu	estructura			
luw	luw	estructura			
lux	lux	estructura			
luy	luy	estructura			
lva	lva	estructura			
lvb	lvb	estructura			
lvd	lvd	estructura			
lvf	lvf	estructura			
lvg	lvg	estructura			
lvi	lvi	estructura			
lvl	lvl	estructura			
lvm	lvm	estructura			
lvo	lvo	estructura			
lvp	lvp	estructura			
lvq	lvq	estructura			
lvr	lvr	estructura			
lvs	lvs	estructura			
lvt	lvt	estructura			
lvv	lvv	estructura			
lvw	lvw	estructura			
lvx	lvx	estructura			
lvz	lvz	estructura			
lwa	lwa	estructura			
lwb	lwb	estructura			
lwc	lwc	estructura			
lwd	lwd	estructura			
lwe	lwe	estructura			
lwk	lwk	estructura			
lwl	lwl	estructura			
lwm	lwm	estructura			
lwn	lwn	estructura			
lwq	lwq	estructura			
lwr	lwr	estructura			
lwt	lwt	estructura			
lwu	lwu	estructura			
lwv	lwv	estructura			
lww	lww	estructura			
lwx	lwx	estructura			
lwy	lwy	estructura			
lwz	lwz	estructura			
lxa	lxa	estructura			
lxb	lxb	estructura			
lxc	lxc	estructura			
lxd	lxd	estructura			
lxg	lxg	estructura			
lxh	lxh	estructura			
lxk	lxk	estructura			
lxl	lxl	estructura			
lxo	lxo	estructura			
lxp	lxp	estructura			
lxr	lxr	estructura			
lxs	lxs	estructura			
lxt	lxt	estructura			
lxu	lxu	estructura			
lxw	lxw	estructura			
lxy	lxy	estructura			
lya	lya	estructura			
lyb	lyb	estructura			
lyc	lyc	estructura			
lye	lye	estructura			
lyf	lyf	estructura			
lyg	lyg	estructura			
lyh	lyh	estructura			
lyj	lyj	estructura			
lyk	lyk	estructura			
lyl	lyl	estructura			
lym	lym	estructura			
lyn	lyn	estructura			
lyo	lyo	estructura			
lyr	lyr	estructura			
lys	lys	estructura			
lyt	lyt	estructura			
lyu	lyu	estructura			
lyv	lyv	estructura			
lyy	lyy	estructura			
lyz	lyz	estructura			
lza	lza	estructura			
lzc	lzc	estructura			
lzd	lzd	estructura			
lze	lze	estructura			
lzg	lzg	estructura			
lzh	lzh	estructura			
lzi	lzi	estructura			
lzj	lzj	estructura			
lzl	lzl	estructura			
lzn	lzn	estructura			
lzo	lzo	estructura			
lzp	lzp	estructura			
lzq	lzq	estructura			
lzs	lzs	estructura			
lzv	lzv	estructura			
lzx	lzx	estructura			
lzy	lzy	estructura			
lzz	lzz	estructura			
mab	mab	estructura			
mac	mac	estructura			
mad	mad	estructura			
mae	mae	estructura			
maf	maf	estructura			
mag	mag	estructura			
mah	mah	estructura			
mai	mai	estructura			
maj	maj	estructura			
mak	mak	estructura			
mam	mam	estructura			
maq	maq	estructura			
mar	mar	estructura			
mas	mas	estructura			
mat	mat	estructura			
mau	mau	estructura			
mav	mav	estructura			
maz	maz	estructura			
mba	mba	estructura			
mbb	mbb	estructura			
mbd	mbd	estructura			
mbe	mbe	estructura			
mbg	mbg	estructura			
mbj	mbj	estructura			
mbk	mbk	estructura			
mbl	mbl	estructura			
mbm	mbm	estructura			
mbn	mbn	estructura			
mbo	mbo	estructura			
mbq	mbq	estructura			
mbr	mbr	estructura			
mbs	mbs	estructura			
mbt	mbt	estructura			
mbu	mbu	estructura			
mbv	mbv	estructura			
mby	mby	estructura			
mbz	mbz	estructura			
mca	mca	estructura			
mcb	mcb	estructura			
mcc	mcc	estructura			
mce	mce	estructura			
mcf	mcf	estructura			
mcg	mcg	estructura			
mch	mch	estructura			
mck	mck	estructura			
mcl	mcl	estructura			
mcm	mcm	estructura			
mcn	mcn	estructura			
mco	mco	estructura			
mcr	mcr	estructura			
mcs	mcs	estructura			
mcv	mcv	estructura			
mcw	mcw	estructura			
mcx	mcx	estructura			
mcy	mcy	estructura			
mcz	mcz	estructura			
mda	mda	estructura			
mde	mde	estructura			
mdf	mdf	estructura			
mdg	mdg	estructura			
mdh	mdh	estructura			
mdj	mdj	estructura			
mdk	mdk	estructura			
mdm	mdm	estructura			
mdn	mdn	estructura			
mdq	mdq	estructura			
mdr	mdr	estructura			
mdt	mdt	estructura			
mdu	mdu	estructura			
mdv	mdv	estructura			
mdw	mdw	estructura			
mdx	mdx	estructura			
mdy	mdy	estructura			
mdz	mdz	estructura			
mea	mea	estructura			
meb	meb	estructura			
mec	mec	estructura			
med	med	estructura			
mee	mee	estructura			
meg	meg	estructura			
meh	meh	estructura			
mei	mei	estructura			
mel	mel	estructura			
men	men	estructura			
mep	mep	estructura			
meq	meq	estructura			
mer	mer	estructura			
mes	mes	estructura			
met	met	estructura			
meu	meu	estructura			
mew	mew	estructura			
mez	mez	estructura			
mfa	mfa	estructura			
mfb	mfb	estructura			
mfc	mfc	estructura			
mfe	mfe	estructura			
mff	mff	estructura			
mfg	mfg	estructura			
mfj	mfj	estructura			
mfl	mfl	estructura			
mfm	mfm	estructura			
mfn	mfn	estructura			
mfo	mfo	estructura			
mfp	mfp	estructura			
mfq	mfq	estructura			
mfs	mfs	estructura			
mft	mft	estructura			
mfu	mfu	estructura			
mfv	mfv	estructura			
mfx	mfx	estructura			
mfy	mfy	estructura			
mga	mga	estructura			
mgb	mgb	estructura			
mgc	mgc	estructura			
mgf	mgf	estructura			
mgh	mgh	estructura			
mgk	mgk	estructura			
mgl	mgl	estructura			
mgn	mgn	estructura			
mgq	mgq	estructura			
mgr	mgr	estructura			
mgt	mgt	estructura			
mgv	mgv	estructura			
mgx	mgx	estructura			
mgy	mgy	estructura			
mgz	mgz	estructura			
mhc	mhc	estructura			
