# Mapeo de 3.6.10.10 a DofusClient.
#
# origen: estructura = lo resolvió el emparejador y no se equivoca;
#         modelo     = había varios candidatos con la misma forma y eligió un LLM;
#         duda       = hay candidatos y nadie ha elegido. NO usar sin mirarlo.
#         retirado   = ni un solo candidato: o es nuevo, o ya no está.
#
# viejo	nuevo	origen	nombre	qué hace	lo usa el emulador
kgl		duda		No implementado. Exclusivo de las capturas de interactivos varios (Interactivos varios); 12 mensajes.	
kgm		duda			
kgq		duda			
kgt	imx	estructura			
kgv		duda			
kgw		duda			
kgx		duda			
kgy		duda			
kgz		duda			
kha	kdk	estructura			
khh	lne	estructura			
khi		duda			
khj		duda			
khk		duda			
khl		duda			
khn		duda			
khr	lqp	estructura			
khu		duda		No implementado. Exclusivo de las capturas de casas (Casas); 4 mensajes.	
khv		duda		No implementado. Exclusivo de las capturas de casas (Casas); 4 mensajes.	
khw		duda			
khx	jso	estructura			
kia		duda		No implementado. Exclusivo de las capturas de casas (Casas); 4 mensajes.	
kid	kan	estructura			
kif	hoa	estructura			
kij		duda			
kil	jnv	estructura			
kim	jqd	estructura			
kin		duda			
kip		duda			
kiv		duda			
kiy		duda			
kjb		duda			
kje		duda			
kjg	kcd	estructura			
kji		duda			
kjl		duda		Lo envia el servidor pero NpcHandler lo despacha como peticion de cliente. 1 mensaje en 1 fichero.	
kjo		duda			
kjr		duda			
kjs		duda			
kjv		duda			
kjw		duda			
kjx		duda			
kka		duda			
kkc		duda			
kke		duda			
kkg	khz	estructura			
kkh		duda			
kki		duda			
kkk	kif	estructura			
kkl		duda			
kkm		duda		Parte de la rafaga de inicializacion de 3.6.4.3 que dispara kkn. No aparece en ninguna de las 242 capturas.	sí
kkq		duda			
kkr		duda		Peticion de carga de mapa antigua (3.6.4.3). No aparece en ninguna captura.	sí
kkt		duda			
kku		duda		Solo alcanzable desde isi, que nunca llega. 2 mensajes en 2 ficheros.	sí
kkw		duda			
kkz		duda			sí
kla		duda	LeaveDialogRequestMessage	El boton de cerrar el dialogo; vacio, y el cliente espera: la ventana no se cierra hasta que lo dice el servidor.	sí
kld		duda	LeaveDialogMessage	Cierra el dialogo; el cliente no cierra la ventana del zaap por si mismo. f1 es un motivo fijo, no algo que calcular.	sí
klg		duda			
klk	kjs	estructura			
klp		duda		Parte de la rafaga final de 3.6.4.3 que dispara ibt (icg se envia tres veces). No aparece en ninguna de las 242 capturas.	sí
klq		duda			
klx	ksc	estructura			
kmb		duda		Sale con jsn cuando se guarda un look; medidos 49 kmb estando montado y ninguno sin montura. No se envia: los cambios de look llegan igual por jsn. 172 mensajes, 62 ficheros.	
kme		duda			
kmi		duda			
kmj		duda			
kmk		duda		Combate. 264 mensajes, 22 ficheros.	sí
kml		duda			sí
kmn	kuo	estructura			
kmp		duda			sí
kmr		duda		En la linea temporal de entrada al mundo, el servidor le contesta con 11 tramas, entre ellas jru (el mapa).	
kmu		duda		Presente en 25 de las 31 carpetas de captura (399 mensajes, 90 ficheros). Nada establecido.	sí
kmv		duda		Llega con jrh en cada carga de mapa y no espera nada de vuelta; el emulador ya lo ignora en silencio. 727 mensajes, 88 ficheros.	sí
kmw		duda			sí
knc		duda			sí
knf		duda			
kni		duda			
knk		duda			
knl		duda			
knm		duda		Junto con kno y kny es lo que el cliente reenvia unos dos segundos despues cuando no le llego lva y no da el mapa por cargado.	
knn		duda			
kno		duda		Junto con knm y kny es lo que el cliente reenvia unos dos segundos despues cuando no le llego lva y no da el mapa por cargado.	
kns	jfk	estructura		La respuesta al ping kod de 3.6.4.3. No aparece en ninguna de las 242 capturas.	sí
knt		duda			
kny		duda		Junto con knm y kno es lo que el cliente reenvia unos dos segundos despues cuando no le llego lva y no da el mapa por cargado.	
knz		duda			
kod		duda		El ping de 3.6.4.3, respondido con kns. Sustituido por kqo/kqy. No aparece en ninguna captura.	sí
koe		duda			
kof		duda			sí
kog		duda			
koh		duda			
koi		duda			
kok		duda			
kon		duda			
koq		duda			
kou		duda			
kov		duda			
kox		duda			
kpa		duda	CharactersListRequestMessage	Peticion de la lista de personajes; se despacha, pero solo se ve una vez en 242 capturas.	sí
kpb		duda			
kpe		duda			
kpi		duda			
kpl		duda			
kpm		duda			
kpv		duda			
kpw		duda			
kpy		duda			
kpz		duda			
kqc		duda			
kqd		duda			
kqg		duda	ContactsListMessage	La lista de contactos de la cuenta grabada; se reconoce por opcode y se descarta. 28 mensajes.	sí
kqh	lja	estructura			
kqi		duda			
kqp		duda		Se envia tres veces seguidas con tres cargas distintas; significado no establecido.	sí
kqq		duda	LogoutRequestMessage	El cliente vuelve a la pantalla de personaje o de servidor.	sí
kqr	joz	estructura	LogoutResultMessage	Respuesta a kqq; despues el cliente cierra la conexion el mismo y rehace el handshake.	sí
kqs		duda			
kqt		duda			
kqv	lka	estructura			
kqw		duda			
kqz	imq	estructura	AuthenticationTicketMessage	Presenta el ticket de un solo uso; vincula la sesion a una cuenta y a un servidor, y un ticket desconocido cierra la conexion.	sí
kra		duda	AuthenticationTicketAcceptedMessage	Abre la rafaga de bienvenida.	sí
krc		duda		Subida de caracteristicas antigua (3.6.4.3), sustituida por kum. No aparece en ninguna captura.	sí
krd	jgr	estructura			sí
kri	koq	estructura		Parte de la rafaga de inicializacion de 3.6.4.3 que dispara kkn. No aparece en ninguna de las 242 capturas.	sí
krj		duda			
krl		duda		Lleva id de peticion real en 14 peticiones.	
kro		duda		Lleva id de peticion real en 14 peticiones. Ojo: la cadena kro tambien es una silaba del generador de nombres aleatorios de CharacterCreationHandler, colision que no es un opcode.	
krp		duda		Solo alcanzable desde el despacho de combate muerto. 14 mensajes en 14 ficheros.	
krq		duda			
krs		duda			sí
krt		duda		Llega junto con kqz; no espera nada de vuelta.	sí
kru		duda			
krv		duda		El cliente lo envia justo tras la rafaga de bienvenida (9 veces en 8 ficheros) y lleva id de peticion real; el emulador deliberadamente no lo devuelve.	
krx		duda			
kry		duda			
ksb		duda			
ksc		duda			
ksf		duda			
ksh		duda			
ksi		duda			
ksl		duda			sí
ksm		duda			
ksn	kpy	estructura			
kso		duda			
kss	kps	estructura			
kst		duda			
ksu		duda			
ksv		duda			sí
ksw	kpm	estructura			
ktc		duda			
kte	kqu	estructura			
kti	lbs	estructura	ChatServerMessage	La linea de vuelta. Canales: 0 general (omitido por ser cero), 1 equipo, 2 gremio, 3 alianza, 4 grupo, 5 comercio, 6 reclutamiento, y 9, 11, 16, 18, 19 para el resto.	sí
ktl		duda			
ktm		duda	ChatClientMultiMessage	Una linea que escribio el jugador.	sí
ktn	kqo	estructura			
kto		duda			
ktp		duda			
ktq		duda		Once seguidos en la entrada al mundo, detras de hou.	
kts		duda		No implementado. Exclusivo de las capturas de caracteristicas (Caracteristicas); 2 mensajes.	
ktw		duda			
ktx	ijv	estructura			
kty		duda			
ktz		duda			
kua		duda			
kub		duda	CharacterStatsListMessage	La hoja de personaje; el campo contenedor no es el mismo para cada caracteristica y equivocarlo mata la hoja entera con NullReferenceException. Se envia dos veces (con el personaje y con el mapa) y el cliente se queda con la segunda.	sí
kuc		duda			
kuf		duda			sí
kug		duda			
kuh		duda	StatsResetRequestMessage	Reiniciar caracteristicas; la captura no cobra nada por ello, asi que aqui tampoco se cobra.	sí
kuj		duda			
kul		duda			
kum	krc	estructura	StatsUpgradeRequestMessage	Gastar puntos de caracteristica; el valor es el total pagado, no un incremento, lo que hace el mensaje idempotente, y un total que no cabe se rechaza entero. Campos: 1 inteligencia, 2 suerte, 3 vitalidad, 4 sabiduria, 5 agilidad, 6 fuerza. Lleva id de peticion real (7 peticiones).	sí
kup		duda			
kus		duda			
kux		duda			
kuy	iym	estructura			
kva		duda	CharacterSelectedSuccessMessage	Ya estas jugando con este personaje; sin el, el cliente se queda en la pantalla de personaje con el reloj de arena.	sí
kvb	kvv	estructura	CharacterCreationResultMessage	Resultado de la creacion; vacio si va bien, f2 lleva el motivo del rechazo.	sí
kvc		duda		El cliente lo envia justo tras la rafaga de bienvenida (10 veces en 9 ficheros); el emulador deliberadamente no lo devuelve.	
kvd		duda	CharactersListEndMessage	Cierra la lista de personajes; vacio, justo detras de kvi en la rafaga real. Candidato principal a la causa del boton de crear personaje muerto.	sí
kvg		duda			
kvh		duda			
kvi		duda	CharactersListMessage	Los personajes de la cuenta en el servidor elegido.	sí
kvj		duda			
kvk		duda	CharacterNameSuggestionSuccessMessage	Un nombre de personaje sugerido (el boton del dado).	sí
kvl		duda	CharacterFirstSelectionMessage	El mismo paso justo despues de una creacion con exito: el cliente envia kvl detras de kvi y entra al mundo sin pasar por la lista.	sí
kvm		duda			
kvn		duda			
kvo	ksh	estructura			
kvt		duda			
kvu		duda			
kvv		duda			
kvw		duda	CharacterSelectionMessage	Seleccionar un personaje; el id se comprueba contra la cuenta de la sesion porque lo elige el cliente y no es de fiar.	sí
kvx		duda			
kvy		duda			
kvz		duda	CharacterCreationRequestMessage	Crear un personaje.	sí
kwa		duda			
kwb		duda		No implementado. Exclusivo de las capturas de combate (Combate, mas alla de los de 4.2); 5 mensajes.	
kwc		duda			
kwd		duda		No implementado. Exclusivo de las capturas de extras de conexion; 8 mensajes.	
kwh		duda			
kwi		duda			
kwj		duda			
kwk		duda			
kwl		duda			
kwm		duda			
kwn		duda			
kwo		duda			
kwr		duda			
kwu		duda			
kwv		duda			
kww		duda			
kwx		duda			
kxa		duda			
kxb		duda			
kxh		duda		Lleva id de peticion real en 4 peticiones.	
kxj	jbk	estructura			
kxk		duda			
kxm		duda			
kxo		duda			
kxp		duda			
kxr		duda			
kxs		duda			
kxv		duda			
kxw		duda			
kyb	khc	estructura			
kyf		duda			
kyi		duda			
kyl		duda			
kym		duda			
kyo		duda			
kyp		duda			
kys		duda			
kyw		duda			
kyx		duda			
kyy	lhf	estructura			
kza	lth	estructura			
kze		duda			
kzg		duda			
kzi		duda			
kzj		duda			
kzl		duda			
kzn		duda			
kzq		duda			
kzt		duda			
lab		duda			
lad		duda		Respuesta que devuelve un id de peticion real (4 respuestas).	
lag		duda			
lak		duda			
lal		duda			
lao	maw	estructura			
lar		duda			
lcf		duda			
lcj		duda			
lcn		duda			
lco	iwv	estructura			
lcr		duda			
lcs	lbo	estructura			
lcu	kcx	estructura			
lcx		duda			
ldo	jtj	estructura			
ldq	leg	estructura			
ldr	leh	estructura			
ldt	lej	estructura			sí
ldx		duda			
leb	jtk	estructura			
lee		duda			
lef	lno	estructura			
lej		duda			
leo	hiu	estructura			
leq	hiw	estructura			
les	hez	estructura			
let		duda			
lfd	lry	estructura			
lfe	lkt	estructura			
lfg	lkj	estructura			
lfh		duda			
lfi		duda			
lfj		duda			
lfk		duda			
lfo		duda			
lfu	jzs	estructura			
lfv		duda			
lfz		duda			
lgc		duda			
lgd		duda			
lgg		duda			
lgj		duda			
lgp		duda			
lgu		duda			
lgw	kcz	estructura			
lhh		duda			
lhl	ljk	estructura			
lhm	ibx	estructura			
lhn		duda			
lho	iru	estructura			
lhp	lah	estructura			
lhq	lai	estructura			
lhx	jjq	estructura			
lhz		duda			
lia		duda			
lib		duda			
lic		duda			
lik		duda			
lin		duda			
lip		duda			
liq		duda			
lir		duda			
liw		duda			
ljh		duda			
ljl		duda			
ljo		duda			
ljq		duda			
ljv		duda			
lkg	lck	estructura			
lkh		duda			
lki		duda			
lkm		duda			
lkq		duda			
lkr		duda			
lkt	lbp	estructura			
lkv	lrk	estructura			
lkx	lro	estructura			
lla	iqx	estructura			
lld	lxp	estructura			
llg		duda			
llh		duda			
lli	lrw	estructura			
llj		duda			
llm		duda			
lln		duda			
lls		duda			
llz	ldk	estructura			
lmc	ldn	estructura			
lme	ldp	estructura			
lmg	ldr	estructura			
lmh		duda			
lmi		duda			
lmo	ixf	estructura			
lmq		duda			
lmr		duda			
lms		duda			
lmt		duda			
lmw		duda			
lmy		duda			
lnb	imb	estructura			
lne		duda			
lni		duda			
lno		duda			
lnv		duda			
lnw		duda			
lny	lcd	estructura			
lnz		duda			
loc		duda			
loi	lbc	estructura			
loj		duda			
lpe	lgx	estructura		Lo que envia la rama lpj de 3.6.4.3. No aparece en ninguna de las 242 capturas.	sí
lpg	lgz	estructura			
lph		duda			
lpl	lzk	estructura			
lpp		duda			
lps		duda			
lpu		duda			
lpy		duda			
lpz		duda			
lqb		duda			
lqc		duda	GameContextCreateRequestMessage	Bloque 1 digerido: el servidor real espera esto antes de enviar el bloque 2.	sí
lqd		duda			
lqf		duda		Es el opcode que mas usa id de peticion real: 76 peticiones. Viaja con lqg y lqt (76 en 55 ficheros).	
lqg		duda		Viaja con lqf (C2S) y lqt; los tres juntos aparecen en 54 ficheros de 19 carpetas. 77 mensajes, 56 ficheros.	
lqo		duda			
lqq		duda		No implementado. Exclusivo de las capturas de amigos (Amigos); 1 mensajes.	
lqr		duda			
lqs	lok	estructura			
lqt		duda		Viaja con lqf (C2S) y lqg; los tres juntos aparecen en 54 ficheros de 19 carpetas. 76 mensajes, 55 ficheros.	
lqu		duda	BasicTimeMessage	Sincronizacion de reloj; se envia tambien en cada cambio de mapa.	sí
lqv		duda			
lqw		duda		No implementado. Exclusivo de las capturas de amigos (Amigos); 1 mensajes.	
lrd		duda			
lre		duda			
lrf		duda			
lrg		duda			
lrl		duda			
lrm	hrz	estructura			
lrn	jfn	estructura			
lro	imm	estructura			
lrr		duda			
lrs	lte	estructura			
lru		duda		Cierra ese grupo de la entrada al mundo (hou, once ktq, lru).	
lsa	ksi	estructura			
lse		duda			
lsi		duda			
lsm		duda			
lsp		duda			
lsr		duda			
lss		duda			
lst	lsn	estructura			
lsy	ile	estructura			sí
ltb		duda			
ltd		duda		No implementado. Exclusivo de las capturas de combate (Combate, mas alla de los de 4.2); es una respuesta y devuelve id de peticion real (5); 5 mensajes.	
lte		duda			
ltf		duda			
ltg		duda			
lth		duda			
ltl		duda			
ltn		duda			
lto		duda			
ltr		duda			
ltu	lob	estructura			
lud		duda			
lue		duda			
lug		duda			
lui		duda			
luk		duda			
lun		duda			
luq		duda			sí
lur		duda			
lus		duda			
luu		duda			
lux		duda		No implementado. Exclusivo de las capturas de combate (Combate, mas alla de los de 4.2); lleva id de peticion real (5); 5 mensajes.	
luy	kap	estructura		Lo envia el cliente (1 vez) pero el emulador lo construye como mensaje de servidor y el builder no se llama nunca. Lleva id de peticion real. El fichero de mapeos lo llama JobDescriptionMessage, y eso es falso.	sí
lva		duda	MapLoadedMessage	Eso es todo el listado de actores; vacio, justo detras de jss. Sin el, el cliente nunca da el mapa por cargado, espera unos dos segundos y reintenta con knm, kno y kny.	sí
lvd		duda			
lvg		duda			
lvi		duda			
lvo		duda			
lvp		duda			
lvr		duda			
lvw		duda			
lvz		duda			
lwa	hhi	estructura			
lwc		duda			
lwd	kqj	estructura			
lwl		duda			
lwm		duda	OrnamentSelectRequestMessage	Elegir un ornamento; un mensaje vacio significa ninguno.	sí
lwq		duda			
lwu		duda			
lwv		duda			
lww		duda			
lwx		duda	AppearanceAuraResultMessage	Acuse de recibo.	sí
lwy		duda			
lxa		duda	TitleSelectResultMessage	Acuse de recibo.	sí
lxc		duda	AppearancePreviewLookMessage	Tu aspecto ha cambiado: la vista previa del panel, que nadie mas ve. f1 es un uuid constante en la sesion y distinto por personaje; de donde lo aprende el cliente no se ha encontrado.	sí
lxd		duda			sí
lxg		duda	AppearanceSlotVisibilityRequestMessage	Mostrar u ocultar lo que hay en un hueco; con f3 puesto esa piel desaparece del siguiente lxc, la prenda no se quita, deja de dibujarse.	sí
lxh	lvh	estructura	NpcDialogLeaveRequestMessage	Salir de un dialogo; el unico mensaje de PNJ que se observa enviar al cliente 3.6.10.10.	
lxk	hmj	estructura	AppearanceSlotVisibilityResultMessage	Acuse de recibo.	sí
lxl		duda			
lxr		duda			
lxw		duda	AppearanceAuraRequestMessage	El aura.	sí
lxy		duda			
lye		duda			
lyf		duda	AppearanceSlotSetRequestMessage	Poner o vaciar un hueco concreto; sin variante, y sin objeto vacia el hueco.	sí
lyh		duda			
lyk		duda	AppearanceOpenRequestMessage	Abrir la ventana de apariencia; no tiene respuesta propia.	sí
lyl		duda			
lym		duda		Lleva el aura en el flujo de apariencia (f1: id de aura, vacio si ninguna); en cada captura de equipar y desequipar lleva la constante 206, cuyo significado no esta establecido.	sí
lyn		duda			
lyo		duda			
lyr	hiq	estructura			
lys		duda	AppearanceItemWearRequestMessage	Ponerse una prenda dejando que el servidor elija el hueco; acepta una variante, que es lo que usan los objetos vivos para imitar una prenda u otra.	sí
lyt		duda	OutfitsListMessage	Los conjuntos guardados del guardarropa; obligatorio, sin el la ventana de cosmeticos suena y no se dibuja, muriendo en CosmeticUi.DisplayOutfit. En el replay se sustituye por los del personaje que juega.	sí
lyu		duda	AppearanceSaveResultMessage	Guardado confirmado.	sí
lyv		duda	OrnamentSelectResultMessage	Acuse de recibo.	sí
lyy		duda	AppearanceStateRequestMessage	Pedir el estado de la ventana.	sí
lyz		duda			
lza		duda			
lze		duda	TitleSelectRequestMessage	Elegir un titulo; solo toca el borrador. Un mensaje vacio significa ninguno.	sí
lzg		duda			
lzh		duda		Va justo antes de kmv y jrh al final de la entrada al mundo; el servidor contesta lzl.	
lzl		duda		La respuesta a lzh en la entrada al mundo.	
lzo		duda			
lzp		duda			
lzx		duda			
lzy		duda			
lzz		duda			
mab		duda			
mac		duda			
mad		duda			
maf		duda			
mag		duda			
mai		duda			
maj		duda			
maq		duda			
mar		duda			
mas		duda			
mat		duda			
mau		duda			
mav		duda			
maz	hos	estructura			
mba		duda			
mbd		duda			
mbg		duda			
mbj	ley	estructura			
mbk		duda			
mbl	igm	estructura			
mbm		duda			
mbn		duda			
mbr		duda			
mbs		duda			
mbt		duda			
mbu		duda			
mbv		duda			
mby	kpo	estructura			
mbz		duda			
mca		duda			
mcc		duda			
mcf		duda			
mcg		duda			
mch		duda			
mck		duda			
mcm		duda			
mcn	jfl	estructura			
mco		duda			
mcr		duda			
mcs		duda			
mcv	lkw	estructura			
mcw		duda			
mcy	his	estructura			
mcz	lxt	estructura			
mda		duda			
mdf		duda			
mdg		duda			
mdh		duda			
mdj		duda			
mdm		duda			
mdt		duda			
mdu		duda			
mdv		duda			
mdw		duda			
mdx		duda			
mdy		duda			
mdz		duda			
mea		duda			
meb		duda			
mec		duda			
mee	jev	estructura			
meh		duda			
mei		duda			
mep	kmg	estructura			
meq		duda			
mer		duda			
mes		duda			sí
meu		duda			
mew		duda			
mfa		duda			sí
mfb		duda			
mfc		duda			
mfe		duda		No implementado. Exclusivo de las capturas de canales de chat (Chats); el documento no indica direccion; 1 mensajes.	
mff		duda		No implementado. Exclusivo de las capturas de canales de chat (Chats); el documento no indica direccion; 1 mensajes.	
mfg		duda			
mfl		duda			
mfm		duda			
mfo		duda		No implementado. Exclusivo de las capturas de canales de chat (Chats); el documento no indica direccion; 1 mensajes.	
mfp		duda		No implementado. Exclusivo de las capturas de canales de chat (Chats); el documento no indica direccion; 1 mensajes.	
mfq		duda			
mft		duda			
mfu		duda			
mfv		duda			
mfx		duda		No implementado. Exclusivo de las capturas de canales de chat (Chats); el documento no indica direccion; 1 mensajes.	
mfy	hzi	estructura			
mga		duda			
mgb		duda		No implementado. Exclusivo de las capturas de canales de chat (Chats); el documento no indica direccion; 1 mensajes.	
mgc	lpo	estructura			
mgf		duda			
mgh		duda			
mgk		duda			
mgn		duda			
mgr	mex	estructura			
mgt	mez	estructura			sí
mgv	lav	estructura			
mgy		duda			
mgz		duda	ContentCatalogVersionMessage	Identificador del catalogo de contenido; opaco, el cliente solo lo compara consigo mismo.	sí
mhc		duda			
