compressedCoords,x,y,mapIds
-720868,-32757,28,172756998
-1900603,-32738,-32709,217062408;217063432;212601345
-2228285,-32733,-32707,217055496;217055492;217058564;217056520;217057540;217056516;212731652
-1572899,-32743,-32733,142088719
720913,11,17,83104260;83100170;83101192;82314753
-3473389,-32715,19,63964929;28050437
-786493,-32755,-32707,158336001;159123456
-3145690,-32720,38,76287492
-852011,-32754,-32725,139464194;141820675
-917544,-32753,-32728,139463685
-655332,-32758,28,172757510
65514,0,-32746,189531143;69994498
-262144,-32764,0,183768068;210634245;183768066;88214295;220334080;183768064;183768070
-17,-32767,-32751,189530636
-1638383,-32743,17,173017601
-1638362,-32743,38,212862469;216924682
-1834980,-32740,28,173016076;178785280;178785284
2883525,43,-32709,214962179
589839,9,15,83103238;83100160;83101184;82313985;83103242;83102218
2621395,39,-32723,207095298
-852028,-32754,-32708,158335490;159122434
-983026,-32753,14,205785088;239600145;104333827;172493057;104335873;239601169;239610897;239611921;104334849;104333825;104336897;104334851
-4522070,-32698,-32682,108006406;54168918
720924,11,28,205784072;205785096;98568711;98566661;88085509;98568707;98566663;205783066;98567685;98567687;98568709;205915144;205783048
393229,6,13,205916178;171182337;88083210;123211776;123213824;123207680;121766912;239608861;123212800;123208704;239619613;234620161;239618589;239607837;123209728;123210752
-4063307,-32705,-32693,205786120;54165323;62129670;62132994;62136840;62128646;62128648;62131712;62129666;62130688;62131716;62131970;62131720;62128642;62130694;62129672;62130946;62135816;62128640;62130696;62128644;62133768;62131718;62129664;62134792;62130690;62130692;62129668;62131714;62132744;62129922
-3407956,-32715,-32684,205784088;109316098
-786467,-32755,-32733,165152256
851946,12,-32746,190056455
-852013,-32754,-32723,155976206
-4653139,-32696,-32685,205788176;171180036;57148161;108923904;57154305;57151233;57279745;57155841;171180034;57149697;57157377;57152769
-1835015,-32739,-32761,171835908
-655338,-32758,22,182454272;182455296;182452224;172757504;182453248;205915156;182456320
-1310725,-32747,-32763,85461507;85461509;85465095;85460483;85465091;85461505;85464071;85467141;85462533;85464067;85459457;85466115;85466113;85466119;85465089;85464065;85460485;85467139;85467137;75629314;85464069;85462529;85460481;85459463;85459461;85461511;85459459;85465093;85466117;85462531;85460487
-3014634,-32722,22,154646
-786421,-32756,11,137227
-3801092,-32709,-32764,161540
-3407874,-32715,-32766,158466
-3145706,-32720,22,155670
917505,14,1,68423176
-3407866,-32716,6,157702
-3866622,-32709,2,161282
786432,12,0,68422151
65528,0,-32760,106169344;106168320;7077888;7078912;4460546;185863169
-524310,-32759,-32746,160433152;160432128;160565248;205915138;183242244;160564224;165154317;161486090
1376282,21,26,117704211;170131466;168822784;235799557
1441824,22,32,117707793;169082892
-1114132,-32750,-32748,165282831
65532,0,-32764,81527303;153356292;161219592;185863173;153356294;153356290;128974850;153878788;196871174;210502145
-2031624,-32736,-32760,114298371;114295299;114298369;114295301;114297345;114295297;114296323;114297347;114296321;100139521
1507355,23,27,170133514;169083906;235799552;117708803;235799811
-2162746,-32734,-32710,213910032;213910026;213910278;213909518;213909512;213910016;217055240;213910542;213909506;213910028;14158860;213911560;213910788;213909764;213910274;213910022;213910536;213910530;213910020;212730368;216402696
-2031706,-32736,-32678,66061570
-2162657,-32735,31,201065473;172360194
-1179634,-32750,14,63700992;63702016;63703040;63309313
-196600,-32765,8,201065476;104072706
-393188,-32762,28,198180868;88215045;84410372
786366,11,-32702,201068546;174854152
262144,4,0,201590784;153356288;201852928;219938822;218105856;202638336;138151425;138152449;201328640;162269184;153881089;202642432;202639360;59770880;205787164;88082199;202637312;202641408;137887746;203427840;203427842;203425792;202640384;160958464;144704770;203426816;219940864;220203008;205786140;136185090;203424768;203423744
262167,4,23,54528023;88081920
262169,4,25,54528025;88081922
851905,12,-32705,173670914
1245206,19,22,240386566
-196620,-32764,-32756,150211588;150208514;150214660;150209536;150209540;147854339;150212610;150208512;150212612;150213636;150214662;150213634;150208516;150210564;150210562;150209538;150211586
-2949101,-32723,19,154131
-3735541,-32711,11,160267;88605696;20971782
2162694,33,6,156894210
-917536,-32753,-32736,25952256
-5242924,-32687,-32724,54531089;54174508;54532113
-4915273,-32692,-32695,59510790;54171977;59510788
327691,5,11,235146497;235145990;88082700;239079430;95160843;90966539;98830859
458777,7,25,91750917;95424000
1507292,22,-32732,209192708
458737,6,-32753,188746247;147062784;192939014;192937990
-327655,-32763,25,198181377;200015872;84410881;199229440
1376268,21,12,91750915
1048601,16,25,91751941;90704896
-786454,-32755,-32746,14421253;165152269
-2162780,-32734,-32676,66060548
-3342295,-32717,41,75760131;74974727;76285959
-786453,-32755,-32747,14421251;165152270;161481992
1179668,18,20,240386052
1376277,21,21,240387589
-4915265,-32692,-32703,60035080
-5046349,-32690,-32691,59508996;56886784;54173005;59508998;56887808
-4849739,-32693,-32693,59513856;59512832;59515904;59516162;59517952;59517186;59518976;59516928;205916168;54171467;205787160;59515138;59514880;59511808
1310743,20,23,240387079
1179585,17,-32705,173541378
-5177419,-32688,-32693,59506688;59638784;54174027;59639808
1376269,21,13,91750919
1441754,21,-32730,209192198
917532,14,28,91750925;90703875
-3604444,-32713,36,75762689;76283906
-65514,-32767,22,101192704;101189632;88212737;205916170;101193728;101187584;101188608;101193730;101191680;101190656
-1048609,-32751,-32735,164365827
786450,12,18,88086277
-3276761,-32718,39,75760641;76286469
-917494,-32754,10,138250
262153,4,9,135397893;88082190;121635846;137889026
-3801158,-32709,-32698,110890503
131078,2,6,145097728;138675202;88081169;59769862;121636868;239080200;177472518;99091973
393222,6,6,135268097;59771910;177474566;88083217;144968704
-2555922,-32728,-32750,151826
-3735624,-32710,-32696,110892036;54162760;113247747
1048596,16,20,240518148
-589822,-32759,2,135682
-1507386,-32744,-32710,159650311
1179671,18,23,240386055
1507293,22,-32733,209192707
-786478,-32755,-32722,132121089
-327654,-32763,26,198181378;200015873;84410882;199229442
851992,13,24,91750921;90703617
1245207,19,23,91752975;90706690;91752969;240386569
1310736,20,16,238299650;238299905
-196598,-32765,10,88213773
-3342297,-32717,39,75761160;76285957;74974721;75760129
-1179660,-32749,-32756,164364824
786437,12,5,235405825;183764996;183764998;88086290;183764992;183764994;54532101
-1048619,-32751,-32725,139462658
-26,-32767,-32742,189530627
327683,5,3,115083779;86510083;88082708;134220802;86772227;101975040;84937219;95160835;90966531;101974016;137889792;98830851
1310730,20,10,238298892
-1310736,-32747,-32752,164495892
-2162776,-32734,-32680,66060288
393244,6,28,88082949
-2031709,-32736,-32675,66061573
-3801167,-32709,-32689,54163279
-3604561,-32712,-32687,54161745
-4653108,-32696,-32716,54169908
-3735612,-32710,-32708,54162748
-327723,-32762,-32725,156238849
-4194358,-32703,-32714,54166326
-4653094,-32696,-32730,54169894
-3539009,-32713,-32703,54161217
-3342377,-32716,-32727,54159657
-5439531,-32684,-32725,54176043
-4456495,-32699,-32721,54168367
-3801139,-32709,-32717,54163251
-4718629,-32695,-32731,54170405
-4063281,-32705,-32719,54165297
-4325444,-32701,-32700,54167364
-262186,-32763,-32726,156239362
-4456508,-32699,-32708,54168380
982984,14,-32712,173277700
-3670087,-32711,-32697,54162247
262092,3,-32716,126095639
-3407913,-32715,-32727,54160169
-3866677,-32708,-32715,54163765
-4456496,-32699,-32720,54168368
-458802,-32760,-32718,126224149
-4456502,-32699,-32714,54168374
1048519,15,-32711,173278211;173936128;173937154;173938178
983054,15,14,117440512;238295817;88087817;195300364
1245124,18,-32708,173279744
131018,1,-32714,126094617;125046275;125045253;125045251;125043201;125045249;125044227;125043205;125044225;125044229;125043203
-5111849,-32689,-32727,54173481
1900531,28,-32755,115737097;99617027;115606025
-196664,-32764,-32712,126092059
-4325426,-32701,-32718,54167346
-3735615,-32710,-32705,54162751
-5046317,-32690,-32723,54172973
1572896,24,32,169084940;117708815
-3801145,-32709,-32711,54163257
-3801141,-32709,-32715,54163253
131067,1,-32763,161220614;183766016;183766018;153357312;185863684;183766022;183766020;128975872;153879301
1572841,23,-32745,204999680
-4194390,-32703,-32682,54166358
-5046314,-32690,-32726,54172970
65529,0,-32761,161219586;185863170;196608002;196608004;196871168
-65576,-32766,-32728,156240900
196574,2,-32734,120592897;121374211;121375233;120592899;120592901;121373185;121375235;204215298;239602689;121374209;120063489;239603713;121373187;205784064
1245162,18,-32746,204997121
-65567,-32766,-32737,120588805;120588801;120588803;120193540
-3801162,-32709,-32694,109577735;109576707;109577731;109576705;109578753;109577729;109576713;109579783;54163274;109576711;109579777;109578759;108794630
-7,-32767,-32761,161218562;197394432;196870144;197396480;197395456;197398530;197398528;185862658;197397504;197526528;205787140
131074,2,2,201327618;218104834;160957442;201851906;134217728;87557122;99356680;162268162;137364480;241444353;177472514;239080206;210765570;144835586;88081173;137363456;99357704;121635840;54526978;219939842;90440706
131038,1,-32734,120591877;120591875;120591873;120062977
1572890,24,26,169084928;117708801;235668230
-4784173,-32694,-32723,54170925
131030,1,-32726,156242434
-4718639,-32695,-32721,54170415
-4390955,-32700,-32725,54167851
1179672,18,24,90706177
-4259882,-32702,-32726,54166826
-3539008,-32713,-32704,54161216;56885763;57017861;56886787;57017859;57016837;57016835
-4980817,-32691,-32687,54172497
3,0,3,201326595;183765006;183765004;201850883;219938819;88212244;121637888;144837636;183765000;210764545;191889411;183765002
-5505061,-32683,-32731,54176549
-1441848,-32745,-32712,147587072
1179589,17,-32709,173279233
-3407914,-32715,-32726,54160170
-3604546,-32712,-32702,54161730
1703923,25,-32755,116919296;116919298;106695180;99615491
-3932241,-32707,-32687,111281414;111282950;111286022;111284486
-4653133,-32696,-32691,239608858;239618586;239619610;183500808;239607834
851996,13,28,90703363
1507305,22,-32745,204999168
-65539,-32766,-32765,239601175;196346884;99353612;205784082;88213274;130547712;129238529;210633218;130548736;239611927;154010883;130549760
-4194325,-32703,-32747,56624128
-983093,-32752,-32715,147590659
-3932239,-32707,-32689,239603732;239602708;205915140;239613460;205786114;205916164;239614484;205787138;205788162
262146,4,2,201329666;219940866;162269186;218105858;99091971;99096067;59770882;144704514;239081230;90441730;201852930;160958466;134219776;177473538;88082197;220203010;201328642;145489920
1245210,19,26,239616026;169609216;169608192;169607168;168820736;169612288;169610240;169611264;239605274;239617050;205915142;239606298
1507316,22,-32756,116918278;99747074;106696202
-1245218,-32748,-32734,166463751;166462727;166463755;166463753;166462731;166461701;166462733;164364290;166462729;166461697;166461699
1638393,24,-32761,116916236;116919306;99614723;106695168
327672,4,-32760,68552449;101715471
2162699,33,11,156894215
-3276777,-32718,23,156695
-524285,-32760,3,135171
-2555919,-32728,-32753,34475268
-3735534,-32711,18,160274;20971521
-1245174,-32749,10,140810
-3342325,-32717,11,157195
720896,11,0,68421639;59774464
-3670013,-32712,3,159747
393212,5,-32764,68551683;144443392
-3342333,-32717,3,157187
-458735,-32761,17,221643780
-3801087,-32710,1,160769
-3080182,-32721,10,155146
393142,5,-32694,175114242;174719746
-589817,-32759,7,135687
327688,5,8,184811521;88082703;135266819
-2883563,-32724,21,153621
458682,6,-32698,175112194
786433,12,1,68422152
1310742,20,22,240387078
-1114145,-32750,-32735,166725120;164365315;166724096
-458753,-32760,-32767,135425
-1507382,-32744,-32714,159650315
-3801067,-32710,21,160789;21103108
-3866634,-32708,-32758,162058
-3538944,-32714,0,158720
-1310738,-32747,-32750,166855426;164495890;166855170;224923654;166855168
-4849731,-32693,-32701,60035590
-1179687,-32749,-32729,139461638
-3801159,-32709,-32697,110890500;57016832;54163271;56885760
-3670089,-32711,-32695,110893569;54162249;113248771
-3473408,-32715,0,158208
-3342381,-32716,-32723,57937665;205788168;239616017;57936641;57939713;57935617;57938689;54159661;239605265;167510020;167511044;239606289;239617041;57934593
-5111877,-32689,-32699,60033540
-1703957,-32741,-32747,164103181
65562,1,26,94109696;94112768;239606285;94114816;94113792;94111746;94115840;94111744;239605261;205784086;88080387;94110720;94116864
-524281,-32760,7,135175
-4849734,-32693,-32698,60035587
-589819,-32759,5,135685
-65502,-32767,34,72618500
-4915276,-32692,-32692,59511042;59512066
-917479,-32754,25,179831808;205915394;182714368;182719488;182715392;182716416;182718464;182717440
1638432,25,32,168558604
-2490379,-32729,-32757,136315650;136315392;34473476;239603716;136316416;175375360;205916176;136317698;136317440;34473474
-1966062,-32738,18,182977028
1638428,25,28,168558596;235669504;170131456;183241220;147325952;147324928;147326976
-1572842,-32744,22,178783236;178783234;173018118;178783232
2162695,33,7,156894211
131076,2,4,218104836;87557124;219939844;88081171;121636866;90440708;162268164
-917495,-32754,9,138249
-5046337,-32690,-32703,60034056
-1572927,-32743,-32705,159649794
-1638448,-32742,-32720,159649297
1703965,26,29,168559622;235669509
1376274,21,18,119276035;119277059;205787150;117703178;119278083;119276033;119277057;119278081
-3735637,-32710,-32683,112461064
1703962,26,26,168559616;170131462
1376276,21,20,240387588;117704204
-3801091,-32709,-32765,161539
458746,6,-32762,68551169;144444676;95686149;101716501;101713427;95687173;95684101
-3801089,-32709,-32767,161537
-3014640,-32722,16,154640
-327681,-32762,-32767,134401;161225222;129368579
-327657,-32763,23,221511688
-524289,-32759,-32767,135937;88216856
-3342327,-32717,9,22808576;22807554;22806530;157193;22810626;205788182;22808578;89916416;89915392;22809602
-589825,-32758,-32767,136449
-3473400,-32715,8,158216
-1835030,-32739,-32746,164102156
1441759,21,-32735,207620104;207618056;207623176;207621128;209192193;207618048;211290112;171180038;211291136;207619080
-327682,-32762,-32766,240910336;130285568;130286592;129368578;205915150;134402;130287616
786436,12,4,211294212;88086291;235405824
1179619,17,-32739,211288064;211289088;206439426
-1114152,-32750,-32728,139462149
21,0,21,222298112;54525973
-458810,-32760,-32710,128058370
-983045,-32752,-32763,75499778
131025,1,-32721,127929869
-1114125,-32750,-32755,75498762
-5505083,-32683,-32709,140777472;140641537;239616023;239606295;140774400;140773376;140772352;140771328;140776448;239617047;239605271;205786130;140775424
-393274,-32761,-32710,128057858
524285,7,-32765,162004992;160960771;162006016;136055048;68419588;205786138
-262202,-32763,-32710,126618624;126091549
-589874,-32758,-32718,128059402
-1769503,-32740,-32737,164102659
-1835045,-32739,-32731,142086669;201065991
-1769430,-32741,42,172231181
-196596,-32765,12,104863233;104858115;181929985;104072710
-3473392,-32715,16,24119823;24118278;24118282;24118274;20973825
-393228,-32761,-32756,147852803
-3407856,-32716,16,24118786;24118790;25690116;25691144;24118794;25694724;20974337;63965444;28050945
-393210,-32762,6,104860165;104862213;104858119;104071168;104861189
983008,14,-32736,208408576;206177797;208407552;205787142;208406528;208404480;208408578;208405504
-1703969,-32741,-32735,164103169
-983003,-32753,37,185337856;185335808;185336832;185335810;178258178
1703902,25,-32734,209455108;222567432;207621130;207620106;205521409;209455112
131045,1,-32741,189531650
4,0,4,87556100;59768836;219938820;139200514;88212243;162267140;90439684;210764288;205788188;121635842
-4980809,-32691,-32695,59509764;54172489
1245204,19,20,240386564
-3801066,-32710,22,160790
-3801073,-32710,15,160783
393223,6,7,135267841;88083216;137367810
262149,4,5,144966914;88082194;239081225;54528005
1179669,18,21,240386053
-4915277,-32692,-32691,59511046;59511044
-5046347,-32690,-32693,59508736;54173003;59770888;59771912
-1179688,-32749,-32728,139461637
720893,10,-32765,68421124
2162691,33,3,158077952;158074880;158076928;158078210;158073856;158077186;158078976;158072832;158075904
-131078,-32765,-32762,185861635;154011398;196346369;4459522;161351684
65531,0,-32763,185863172;144575746;210502144;153878789;128974848;196871172
-1703892,-32742,44,172231695
-2,-32767,-32766,154010370;88212761;153355268;129239042;210501635;196870154
131070,1,-32766,210503174;202244618;88080665;202246146;161220620;153879298;99094021;222566400;99095045;99092997;76022530;153354248
131075,2,3,160957443;219939843;122685953;122685955;122686977;201327619;201851907;175374336;122684929;122683905;88081172;191890435
-1703971,-32741,-32733,142087695
852003,13,35,115083777
-983101,-32752,-32707,158861825
-1835044,-32739,-32732,142086670
-1769516,-32740,-32724,142087174;202901504
-1114169,-32750,-32711,158860805
-917542,-32753,-32730,139463687
-1572904,-32743,-32728,142088714
-720871,-32757,25,172756995
-3014726,-32721,-32698,63570689
-1572905,-32743,-32727,142088713
393217,6,1,134222082;88083222;144706560;137367814
-3080270,-32720,-32690,186384904;186648576;186647552;186646528
-720913,-32756,-32751,147850498
-524293,-32759,-32763,148115973;147851786;129762304;88216860
458754,7,2,137370624;134222848;137369602;137369600;88083733;137368576
327681,5,1,136052736;99357708;99356682;98830849;99096077;99356684;90966529;99357706;86772225;88082710;84937217;86510081;144705536;95160833
-917482,-32754,22,172755456
-65527,-32767,9,183768078;183768072;183768076;183768074;88212750
-2228263,-32733,-32729,142083595
-2031661,-32736,-32723,142085125
327678,4,-32766,183769092;88082201;220203266;213649666;183769094;183769090;201591042;202115586;183769088
393214,5,-32766,136052998;144443396;68551685;90442498;137368580;76024578
-524303,-32759,-32753,147851776
524290,8,2,183762948;183762950;162271234;183762944;183762946;211292162;88084245;54530050;177475586
327680,5,0,136052994;144705794;90442240;153881601;88082711
327682,5,2,137367552;163316736;88082709;137366528;76024322;134220800
-2228264,-32733,-32728,142083594
-2228284,-32733,-32708,217058314;217064452;217065476;217057290;212731651;217063428
-1900596,-32738,-32716,217062404;217058312;217057288;212601865
-2097207,-32735,-32713,217058310;216401666;212599813
-589842,-32758,-32750,147851523
-3276844,-32717,-32724,57017863;54159148
-1114089,-32751,23,172753921
-720902,-32756,-32762,147850249;148113923;148114947
-4587603,-32697,-32685,56890883;54169427;108004876;64227328
-2293818,-32732,-32710,217056258;217055234;212731392
1966088,30,8,156500482
-720872,-32757,24,172756994
-2097193,-32735,-32727,142084617
65539,1,3,98828803;125305347;183762958;160956931;183762952;86508035;95158787;210765057;219939331;84935171;88080660;90964483;183762956;86770179;201327107;183762954;163315716
-1507308,-32745,20,173018628
-1966132,-32737,-32716,217061382;217060358;204215296;212601353
2359213,35,-32685,223479562
-1966119,-32737,-32729,142085643
-327693,-32762,-32755,147853314
2490287,37,-32687,223347976
-1376293,-32746,-32731,142090253
1966086,30,6,156500480
-1769527,-32740,-32713,217060356;212602886;217061380
1769386,26,-32682,224658181
-2031669,-32736,-32715,217059332;212600327
-5046350,-32690,-32690,56888832;54173006;64228352
-3211309,-32718,-32723,57016839;56885767;56886791;54158637
-327690,-32762,-32758,147853317;161355012
-4063324,-32705,-32676,109054976
-3407857,-32716,15,20974338;24119314;88605702;63965445;25690115;25692160;24118789;28050944;24118785;24118793
-1703898,-32742,38,212861957;213649414;216925706;213647360
-3997786,-32706,-32678,109056515;112724483
65542,1,6,145228303;145229323;145229319;88080657;138674178;145228299;229902594;145228295;121635844;145098752
-1769456,-32741,16,173016576
-1769452,-32741,20,173016580
262151,4,7,145229569;239081223;88082192;54528007;144966658
-3604459,-32713,21,20972548;63963649
917444,13,-32708,173936386;173277184
1114050,16,-32706,173935104;173540867;200278016
-1572826,-32744,38,212862981;214695942;216793610
-1900525,-32739,19,173015555
-5111886,-32689,-32690,56889856;54173518
-1638437,-32742,-32731,142088205
-1441764,-32746,28,173019148
-1114078,-32751,34,172753932
-1703908,-32742,28,173017100
-786409,-32756,23,172756481
65519,0,-32751,189531148
-1769528,-32740,-32712,217063430;212602885
-2228279,-32733,-32713,217056256;217055232;212598789
-1310781,-32747,-32707,163840000;158859265
-327695,-32762,-32753,147853312;149161984;149165056;149163008;149160960;205787156;149164032;149166080;149159936;149164034
-3014612,-32722,44,76288522
-3211224,-32719,40,76286982;75762694;75761154
2883527,43,-32711,215484416;215482368;215483392;215486466;214961664;215485440;215486464
720911,11,15,83101188;83102212;82315009;83104258;83100164
-3473368,-32715,40,76284934;75760137;76810756
-3080159,-32721,33,76288257;76809732
-327694,-32762,-32754,147853313
-3080152,-32721,40,76288006
-3211217,-32719,47,76286989
-4128736,-32705,32,179308548
-3211227,-32719,37,76286979
-3211228,-32719,36,76286978
524304,8,16,82313216;83100162
-3276751,-32718,49,76286479
-2228231,-32733,-32761,100271106
-3473390,-32715,18,63964930;20973569;28050436
-2883540,-32724,44,76289546;76808706
655376,10,16,83100172;67108864;67110912;67112960;67111936;67113984;67109888;82314240;239079951
-3473367,-32715,41,76284935
2097156,32,4,156501762;157812736
1507248,22,-32688,224790533
2228184,33,-32728,206963205
-1310709,-32748,11,63310594
-65588,-32766,-32716,48235522;126093079;48234498
131068,1,-32764,153357314;144574464;153879300;128975874;153355272;210503170;185863685
262139,3,-32763,153357318;144441602;131860999;68552706;131858951;131859975;128977920;222562306;153880325
-2031673,-32736,-32711,217317378;217320452;217318402;217449476;217320454;195429384;217319426;217320448;217319428;217318404;217449474;195429382;217319424;217319430;217449472;217317382;217317376;217318400;217317380;212599810
-3407858,-32716,14,63965446;20974339
-3276784,-32718,16,63966468;20975361
-983027,-32753,13,63176704
-5439505,-32684,-32751,197918720
2424754,36,-32690,225973761;223346948;225974785;225969921;225975809;225975811
2162692,33,4,157029376;157025280;157028352;157024256;156502274;160169984;205916174;157027328;157026304
-5242953,-32687,-32695,59903492;59904515;59904518;59902474;54174537;59903496;59903498;59903494;59904520;59903490;59902470;59902472;59903488;59904513
-4718661,-32695,-32699,62920704;62921728;62916608;62917632;62919680;62918656;205784076;62920706;62915584;60036612
2228140,33,-32684,225968645;226492929;226493185;226494977;226494979;226496003;226493953;223481613
-1572845,-32744,19,173018115
-2293849,-32732,-32679,66849792;66847744;205783058;66192641;66851840;66848768;66850816;66846720
1245215,19,31,168820746
-1507306,-32745,22,173018630
-1310704,-32748,16,173020160
589824,9,0,59773440;87821827;68420615
-1245160,-32749,24,172752898
2424755,36,-32691,225968897;223346946;225970689;225972995
65541,1,5,125305349;88080658;138806272;121634820;84935173;95158789;98828805;90964485;138674176
196576,2,-32736,120063491
-196628,-32764,-32748,84805634
-262166,-32763,-32746,84806144
1376225,20,-32737,206307840;209455110;207622146
-917481,-32754,23,179179786;172755457
-1966064,-32738,16,173015040
-2162749,-32734,-32707,217065472;212730627
-2162735,-32734,-32721,142084099
-2162747,-32734,-32709,217062410;218628096;218629120;216402698;205916190;218630144;218632192;218631168;218632194;239600138;239601162;212730625
-1900519,-32739,25,173015560
-1835050,-32739,-32726,142086664
1834920,27,-32680,224658187;224658185;224659211
1900550,29,6,156499968;157286400;157290496;157288448;239600141;205785104;239601165;157287424;157291520;157289472
65536,1,0,219939328;201851392;188220416;224395776;220467200;202246150;220468224;220463104;220466176;220465152;220464128;210765060;99093007;88080663;201588739;99090947;201589248;153879040;201327104;160956928;205915166
-1638397,-32743,3,180620288;171967497
2,0,2,219938818;100925953;87556098;201850882;99356672;90439682;162267138;88212245;211295238;99357696;177471490;59768834;69992450;210764546;218103810;54525954;54788098;201326594
-1769474,-32740,-32766,180618242;171704329
-3801177,-32709,-32679,112206593;112206595;112200193;112201223;112204547;112204289;112200199;112198151;112206599;112203267;112206337;112460048;112204291;112203265;112203271;112203523;112201987;112202241;112199169;112202243;112201217;112198145;112204293;112204295;112199175;112204545;112203269;112206341;112206343;112203521;112203527
-65545,-32766,-32759,197132292;190841349
1,0,1,219938828;210764547;160956417;219938817;88212246;201326593;191889409;153878529;201850881;224395265
-1638391,-32743,9,171967503
-1703925,-32742,11,171966993
1769445,26,-32741,205261057
196607,2,-32767,99095049;99094025;99090953;88081176;201590017;202246152;202244616;99091977;153879809;99093001;99096073;210765573;202244612
851942,12,-32742,190056451
-458783,-32760,-32737,165154820
-1310710,-32748,10,205916184;107481088;107480064;63310595;107484160;107483136;107486208;107479040;107482112;107485184
-1835006,-32740,2,172098056
720826,10,-32698,174853120
-3538928,-32714,16,205916172;63964420;222561288;21499904;21496834;21495808;21497856;20973313;25693696;24117766;21497858;24117770;25691652;222563328;21498882;28049921;24117762
-1835002,-32740,6,172098060
-196632,-32764,-32744,101451271;101453315;84805890;101452289;101453317;101452293;101450245;101452297;101451273;101450241;101450251;101450249;101453319;101451265;101453313;101450243;101452295;101452291;101453321;101450247;101451267;101451269
1769446,26,-32742,205260800
-786460,-32755,-32740,165152263
-1638395,-32743,5,171967499
1572840,23,-32744,205259266
1703910,25,-32742,205260288
-1310730,-32747,-32758,171707905
-786479,-32755,-32721,155976716
1310745,20,25,117703187;95420416;91753989
327693,5,13,95160845;88082698;121767936;234619649
-851989,-32754,-32747,165151758;14420227
-1966099,-32737,-32749,167247873
1441823,22,31,117707786;169082890
196613,3,5,95159813;98829829;239080713;84936197;90965509;125306373;88081682;144965890
1441809,22,17,117703176
1507358,23,30,117707777;169083912
65545,1,9,95158793;98828809;90964489;88080654
589835,9,11,95162891;239081990;88084748;234621699;90968587
-786462,-32755,-32738,165152261;222568449
-655416,-32757,-32712,155977731
655345,9,-32753,193331719
327686,5,6,96338948;96209922;96208898;96208902;96338944;99352580;96206848;96206852;96210950;96207878;96206854;99353604;96338946;96207874;96209926;96206850;96207876;239600129;88082705;239601153;96338950;96210946;205783298;205788184;144967680
-1966095,-32737,-32753,167247877
720881,10,-32753,193200135
1376281,21,25,117707779
1245226,19,42,26214400;26217472;26216448;26215424
-786475,-32755,-32725,132121092
-327692,-32762,-32756,134742018;150995968;141295616;141036544;141036546;177475584;141298690;141300736;141300738;177473536;177477632;141038594;141038592;177471488;134742016;141037570;141037568;141033474;141035520;141034496;177481728;177479680;177478656;134874112;141035522;141033472;150994944;141299712;141296642;134743040;177476608;177603584;141034498;134483968;134483970;134479872;134484992;134481922;134479874;134482946;134480896;134481920;134480898;134484994;134482944;147853315;141295618;141297666;141297664;141298688;141296640;141299714;177472512;177480704;177474560
-196582,-32765,26,199233538;84411906;200016897;199232514;198182402
-1835097,-32739,-32679,66063105
-1179666,-32749,-32750,164364818
-196613,-32764,-32763,196345858
-2162771,-32734,-32685,66060293
-3669979,-32712,37,75762178;76415491
655371,10,11,88085260;234622211;97256965;97255941
-1966164,-32737,-32684,66061828
1048588,16,12,238296331;117442560;54534156
983055,15,15,238295816;88087816
1114121,17,9,238295313;238295316
-1179673,-32749,-32743,14418183;164364811
327675,4,-32763,144442626;68552194;95684103
-1114108,-32751,4,73531907
-262124,-32764,20,33828352;33830400;33829378;33829376;33827328;220987911
262140,3,-32764,144441344;68552707;145754625;128977922;153358344;153880324
393221,6,5,88083218;137366530
-1048559,-32752,17,176818179;176820225;176819205;176820227;176819201;176819459;176819203;176685059;176819457;176820483;195302406;176820481;176820229;176818181;172492290
393211,5,-32763,144443650;222562316;101715477;68551682
1376223,20,-32735,209191681
720829,10,-32701,201067520;174853126
655362,10,2,162272258;68421129
-1703973,-32741,-32731,201067015;142087693
1441756,21,-32732,209192196
-4456418,-32700,30,179569664;179570688;179572736;179571712;179568640;179573760;205783044;179438082
131052,1,-32748,122161669;122159619;122160643;188743682;122160645;122160641;122159623;122159617;122161667;122159621;122161665
-1048610,-32751,-32734,164365826
262143,3,-32767,201590529;153880321;202114052;88081688;210766085
-2490454,-32729,-32682,66193922
1441755,21,-32731,209192197
393200,5,-32752,188745734
-589795,-32759,29,182192129;182325249;182323203;182193153;205915154;182324225;182191105;182326273;181146624;182323201;182190081;180357120;182322179;182327297;182322177
-1245217,-32748,-32735,164364291
852002,13,34,115082755;115081731
-458723,-32761,29,84541957
-393194,-32762,22,84410626;88215297
-1769510,-32740,-32730,201066502;142087180
-65537,-32766,-32767,196346886;154010881;99096069;129238531;192021761;88213272;210633220
458763,7,11,88083724;95161867;234620675;239080454;98831883;90967563
-1179648,-32750,0,73532673
720899,11,3,88085780;235405569;98833923;95163907;235929600
-3211222,-32719,42,75762696;76286984
65551,1,15,88080648
-65530,-32767,6,88212753;139199494
196633,3,25,88081410;119014402
196638,3,30,88081415
196632,3,24,88081409
-1048537,-32752,39,171442692
-3670020,-32711,-32764,160516
2097162,32,10,156894726
-3801065,-32710,23,160791
-393196,-32762,20,221511685
-3538941,-32714,3,158723
-1245173,-32749,11,140811
-3014638,-32722,18,154642
-3932155,-32708,5,161797
