protocol	opcode	direction	usage	source_file	source_line	source_context	audit_note	phase_hint	inventory_origin
Game	jwe	S2C/push	push	Jondo.Unity.Server/Handlers/FightHandler.cs	2703	"await WriteFrameAsync(stream, ConnectionProtocol.Push(""jwe"","	"ConnectionProtocol.Push(""xxx"", ...)"	Fight	audited-inventory
Game	jwe	S2C/push	push	Jondo.Unity.Server/Handlers/FightHandler.cs	2735	"await WriteFrameAsync(stream, ConnectionProtocol.Push(""jwe"","	"ConnectionProtocol.Push(""xxx"", ...)"	Fight	audited-inventory
Game	jwe	S2C/push	push	Jondo.Unity.Server/Handlers/FightHandler.cs	2741	"await WriteFrameAsync(stream, ConnectionProtocol.Push(""jwe"","	"ConnectionProtocol.Push(""xxx"", ...)"	Fight	audited-inventory
Game	jwf	S2C/push	push	Jondo.Unity.Server/Handlers/FightHandler.cs	4696	"await WriteFrameAsync(stream, BuildGameNodePacket(""type.ankama.com/jwf"", jwfMsg.ToByteArray()));"	NetworkEnvelope.BuildGameNodePacket(uri, ...)	Fight	audited-inventory
Game	jwf	S2C/push	push	Jondo.Unity.Server/Handlers/FightHandler.cs	4720	"await WriteFrameAsync(stream, BuildGameNodePacket(""type.ankama.com/jwf"", jwfMsg.ToByteArray()));"	Current-source literal scan; semantic verification still required.	Fight	current-source
Game	jwh	C2S/dispatch	despacho	Jondo.Unity.Server/Handlers/FightHandler.cs	1032	"else if (payloadStr.Contains(""type.ankama.com/jwh""))"	comparacion de cadena sobre el frame recibido	Fight	audited-inventory
Game	jwh	C2S/dispatch	despacho	Jondo.Unity.Server/Network/GameNodeProxy.cs	790	"|| payloadStr.Contains(""type.ankama.com/jwh"")"	comparacion de cadena sobre el frame recibido	Unclassified	audited-inventory
Game	jwh	C2S/read	read	Jondo.Unity.Server/Network/FightProtocol.cs	525	"byte[]? jwh = ConnectionProtocol.ReadPayload(payload, ""jwh"");"	"ConnectionProtocol.ReadPayload(frame, ""xxx"")"	Fight	audited-inventory
Game	jwi	S2C/push	push	Jondo.Unity.Server/Handlers/FightHandler.cs	1346	"await WriteFrameAsync(stream, ConnectionProtocol.Push(""jwi"","	"ConnectionProtocol.Push(""xxx"", ...)"	Fight	audited-inventory
Game	jwi	S2C/push	push	Jondo.Unity.Server/Handlers/FightHandler.cs	1526	"await WriteFrameAsync(stream, ConnectionProtocol.Push(""jwi"","	"ConnectionProtocol.Push(""xxx"", ...)"	Fight	audited-inventory
Game	jwi	S2C/push	push	Jondo.Unity.Server/Handlers/FightHandler.cs	1616	"await WriteFrameAsync(stream, ConnectionProtocol.Push(""jwi"","	"ConnectionProtocol.Push(""xxx"", ...)"	Fight	audited-inventory
Game	jwi	S2C/push	push	Jondo.Unity.Server/Handlers/FightHandler.cs	1621	"await WriteFrameAsync(stream, ConnectionProtocol.Push(""jwi"","	"ConnectionProtocol.Push(""xxx"", ...)"	Fight	audited-inventory
Game	jwi	S2C/push	push	Jondo.Unity.Server/Handlers/FightHandler.cs	1702	"await WriteFrameAsync(stream, ConnectionProtocol.Push(""jwi"","	"ConnectionProtocol.Push(""xxx"", ...)"	Fight	audited-inventory
Game	jwi	S2C/push	push	Jondo.Unity.Server/Handlers/FightHandler.cs	1831	"await WriteFrameAsync(stream, ConnectionProtocol.Push(""jwi"","	"ConnectionProtocol.Push(""xxx"", ...)"	Fight	audited-inventory
Game	jwi	S2C/push	push	Jondo.Unity.Server/Handlers/FightHandler.cs	1849	"await WriteFrameAsync(stream, ConnectionProtocol.Push(""jwi"","	"ConnectionProtocol.Push(""xxx"", ...)"	Fight	audited-inventory
Game	jwi	S2C/push	push	Jondo.Unity.Server/Handlers/FightHandler.cs	2305	"await WriteFrameAsync(stream, ConnectionProtocol.Push(""jwi"","	"ConnectionProtocol.Push(""xxx"", ...)"	Fight	audited-inventory
Game	jwi	S2C/push	push	Jondo.Unity.Server/Handlers/FightHandler.cs	2352	"await WriteFrameAsync(stream, ConnectionProtocol.Push(""jwi"","	"ConnectionProtocol.Push(""xxx"", ...)"	Fight	audited-inventory
Game	jwi	S2C/push	push	Jondo.Unity.Server/Handlers/FightHandler.cs	2707	"await WriteFrameAsync(stream, ConnectionProtocol.Push(""jwi"","	"ConnectionProtocol.Push(""xxx"", ...)"	Fight	audited-inventory
Game	jwi	S2C/push	push	Jondo.Unity.Server/Handlers/FightHandler.cs	2756	"await WriteFrameAsync(stream, ConnectionProtocol.Push(""jwi"","	"ConnectionProtocol.Push(""xxx"", ...)"	Fight	audited-inventory
Game	jwi	S2C/push	push	Jondo.Unity.Server/Handlers/FightHandler.cs	3153	"await WriteFrameAsync(stream, ConnectionProtocol.Push(""jwi"","	"ConnectionProtocol.Push(""xxx"", ...)"	Fight	audited-inventory
Unknown	jwk	S2C/push	push	Jondo.Unity.Server/Handlers/FightHandler.cs	3357	"await WriteFrameAsync(stream, BuildGameNodePacket(""type.ankama.com/jwk"", jwkMsg.ToByteArray()));"	NetworkEnvelope.BuildGameNodePacket(uri, ...)	Fight	audited-inventory
Unknown	jwk	S2C/push	push	Jondo.Unity.Server/Handlers/FightHandler.cs	3376	"await WriteFrameAsync(stream, BuildGameNodePacket(""type.ankama.com/jwk"", jwkMsg.ToByteArray()));"	Current-source literal scan; semantic verification still required.	Fight	current-source
Unknown	jwl	S2C/push	push	Jondo.Unity.Server/Handlers/FightHandler.cs	3286	"await WriteFrameAsync(stream, BuildGameNodePacket(""type.ankama.com/jwl"", Array.Empty<byte>()));"	NetworkEnvelope.BuildGameNodePacket(uri, ...)	Fight	audited-inventory
Unknown	jwl	S2C/push	push	Jondo.Unity.Server/Handlers/FightHandler.cs	3305	"await WriteFrameAsync(stream, BuildGameNodePacket(""type.ankama.com/jwl"", Array.Empty<byte>()));"	Current-source literal scan; semantic verification still required.	Fight	current-source
Game	jwm	S2C/push	push	Jondo.Unity.Server/Handlers/FightHandler.cs	3246	"byte[] env = BuildGameNodePacket(""type.ankama.com/jwm"", jwmMsg.ToByteArray());"	NetworkEnvelope.BuildGameNodePacket(uri, ...)	Fight	audited-inventory
Game	jwm	S2C/push	push	Jondo.Unity.Server/Handlers/FightHandler.cs	3265	"byte[] env = BuildGameNodePacket(""type.ankama.com/jwm"", jwmMsg.ToByteArray());"	Current-source literal scan; semantic verification still required.	Fight	current-source
Game	jwo	Discarded	descartado	Jondo.Unity.Protocol/OpcodeRegistry.cs	36	"public const string GameFightTurnStart = ""jwo"";"	DESCARTADO: OpcodeRegistry no lo referencia nadie (0 usos fuera del propio fichero); codigo muerto	Unclassified	audited-inventory
Game	jwo	S2C/push	push	Jondo.Unity.Server/Handlers/FightHandler.cs	830	"await WriteFrameAsync(stream, BuildGameNodePacket(""type.ankama.com/jwo"", Array.Empty<byte>()));"	NetworkEnvelope.BuildGameNodePacket(uri, ...)	Fight	audited-inventory
Game	jwo	S2C/push	push	Jondo.Unity.Server/Handlers/FightHandler.cs	834	"await WriteFrameAsync(stream, BuildGameNodePacket(""type.ankama.com/jwo"", Array.Empty<byte>()));"	Current-source literal scan; semantic verification still required.	Fight	current-source
Game	jwo	S2C/push	push	Jondo.Unity.Server/Handlers/FightHandler.cs	899	"await WriteFrameAsync(stream, BuildGameNodePacket(""type.ankama.com/jwo"", Array.Empty<byte>()));"	NetworkEnvelope.BuildGameNodePacket(uri, ...)	Fight	audited-inventory
Game	jwo	S2C/push	push	Jondo.Unity.Server/Handlers/FightHandler.cs	903	"await WriteFrameAsync(stream, BuildGameNodePacket(""type.ankama.com/jwo"", Array.Empty<byte>()));"	Current-source literal scan; semantic verification still required.	Fight	current-source
Game	jwq	S2C/push	push	Jondo.Unity.Server/Handlers/FightHandler.cs	466	"await WriteFrameAsync(stream, ConnectionProtocol.Push(""jwq"","	"ConnectionProtocol.Push(""xxx"", ...)"	Fight	audited-inventory
Unknown	jwu	S2C/push	push	Jondo.Unity.Server/Handlers/FightHandler.cs	3375	"await WriteFrameAsync(stream, BuildGameNodePacket(""type.ankama.com/jwu"", jwuMsg.ToByteArray()));"	NetworkEnvelope.BuildGameNodePacket(uri, ...)	Fight	audited-inventory
Unknown	jwu	S2C/push	push	Jondo.Unity.Server/Handlers/FightHandler.cs	3394	"await WriteFrameAsync(stream, BuildGameNodePacket(""type.ankama.com/jwu"", jwuMsg.ToByteArray()));"	Current-source literal scan; semantic verification still required.	Fight	current-source
Unknown	jwu	S2C/push	push	Jondo.Unity.Server/Handlers/FightHandler.cs	4508	"byte[] env = BuildGameNodePacket(""type.ankama.com/jwu"", msg.ToByteArray());"	NetworkEnvelope.BuildGameNodePacket(uri, ...)	Fight	audited-inventory
Unknown	jwu	S2C/push	push	Jondo.Unity.Server/Handlers/FightHandler.cs	4532	"byte[] env = BuildGameNodePacket(""type.ankama.com/jwu"", msg.ToByteArray());"	Current-source literal scan; semantic verification still required.	Fight	current-source
Game	jwz	C2S/dispatch	despacho	Jondo.Unity.Server/Handlers/FightHandler.cs	1017	"else if (payloadStr.Contains(""type.ankama.com/jwz""))"	comparacion de cadena sobre el frame recibido	Fight	audited-inventory
Game	jwz	C2S/dispatch	despacho	Jondo.Unity.Server/Handlers/FightHandler.cs	1021	"else if (payloadStr.Contains(""type.ankama.com/jwz""))"	Current-source literal scan; semantic verification still required.	Fight	current-source
Game	jwz	C2S/dispatch	despacho	Jondo.Unity.Server/Network/GameNodeProxy.cs	789	"|| payloadStr.Contains(""type.ankama.com/jwz"") || payloadStr.Contains(""type.ankama.com/jxy"")"	comparacion de cadena sobre el frame recibido	Unclassified	audited-inventory
Game	jwz	C2S/dispatch	despacho	Jondo.Unity.Server/Network/GameNodeProxy.cs	886	"|| payloadStr.Contains(""type.ankama.com/jwz"") || payloadStr.Contains(""type.ankama.com/jxy"")"	Current-source literal scan; semantic verification still required.	Unclassified	current-source
Game	jxb	S2C/push	push	Jondo.Unity.Server/Handlers/FightHandler.cs	1343	"await WriteFrameAsync(stream, ConnectionProtocol.Push(""jxb"","	"ConnectionProtocol.Push(""xxx"", ...)"	Fight	audited-inventory
Game	jxc	S2C/push	push	Jondo.Unity.Server/Handlers/FightHandler.cs	1312	"await WriteFrameAsync(stream, ConnectionProtocol.Push(""jxc"","	"ConnectionProtocol.Push(""xxx"", ...)"	Fight	audited-inventory
Game	jxc	S2C/push	push	Jondo.Unity.Server/Handlers/FightHandler.cs	3151	"await WriteFrameAsync(stream, ConnectionProtocol.Push(""jxc"","	"ConnectionProtocol.Push(""xxx"", ...)"	Fight	audited-inventory
Unknown	jxe	Discarded	descartado	Jondo.Unity.Protocol/OpcodeRegistry.cs	40	"public const string GameFightTurnList = ""jxe"";"	DESCARTADO: OpcodeRegistry no lo referencia nadie (0 usos fuera del propio fichero); codigo muerto	Unclassified	audited-inventory
Unknown	jxe	S2C/push	push	Jondo.Unity.Server/Handlers/FightHandler.cs	865	"return BuildGameNodePacket(""type.ankama.com/jxe"", jxeMsg.ToByteArray());"	NetworkEnvelope.BuildGameNodePacket(uri, ...)	Fight	audited-inventory
Unknown	jxe	S2C/push	push	Jondo.Unity.Server/Handlers/FightHandler.cs	869	"return BuildGameNodePacket(""type.ankama.com/jxe"", jxeMsg.ToByteArray());"	Current-source literal scan; semantic verification still required.	Fight	current-source
Game	jxg	S2C/push	push	Jondo.Unity.Server/Handlers/FightHandler.cs	419	"await WriteFrameAsync(stream, ConnectionProtocol.Push(""jxg"","	"ConnectionProtocol.Push(""xxx"", ...)"	Fight	audited-inventory
Game	jxg	S2C/push	push	Jondo.Unity.Server/Handlers/FightHandler.cs	431	"await WriteFrameAsync(stream, ConnectionProtocol.Push(""jxg"","	"ConnectionProtocol.Push(""xxx"", ...)"	Fight	audited-inventory
Game	jxh	S2C/push	push	Jondo.Unity.Server/Handlers/FightHandler.cs	1370	"await WriteFrameAsync(stream, ConnectionProtocol.Push(""jxh"","	"ConnectionProtocol.Push(""xxx"", ...)"	Fight	audited-inventory
Game	jxm	S2C/push	push	Jondo.Unity.Server/Handlers/FightHandler.cs	2277	"await WriteFrameAsync(stream, ConnectionProtocol.Push(""jxm"","	"ConnectionProtocol.Push(""xxx"", ...)"	Fight	audited-inventory
Game	jxw	Discarded	descartado	Jondo.Unity.Protocol/OpcodeRegistry.cs	39	"public const string GameFightTurnEnd = ""jxw"";"	DESCARTADO: OpcodeRegistry no lo referencia nadie (0 usos fuera del propio fichero); codigo muerto	Unclassified	audited-inventory
Game	jxw	S2C/push	push	Jondo.Unity.Server/Handlers/FightHandler.cs	1611	"await WriteFrameAsync(stream, ConnectionProtocol.Push(""jxw"","	"ConnectionProtocol.Push(""xxx"", ...)"	Fight	audited-inventory
Game	jxw	S2C/push	push	Jondo.Unity.Server/Handlers/FightHandler.cs	1696	"await WriteFrameAsync(stream, ConnectionProtocol.Push(""jxw"","	"ConnectionProtocol.Push(""xxx"", ...)"	Fight	audited-inventory
Game	jxw	S2C/push	push	Jondo.Unity.Server/Handlers/FightHandler.cs	1826	"await WriteFrameAsync(stream, ConnectionProtocol.Push(""jxw"","	"ConnectionProtocol.Push(""xxx"", ...)"	Fight	audited-inventory
Game	jxw	S2C/push	push	Jondo.Unity.Server/Handlers/FightHandler.cs	2303	"await WriteFrameAsync(stream, ConnectionProtocol.Push(""jxw"","	"ConnectionProtocol.Push(""xxx"", ...)"	Fight	audited-inventory
Game	jxx	S2C/push	push	Jondo.Unity.Server/Handlers/FightHandler.cs	4479	"return BuildGameNodePacket(""type.ankama.com/jxx"", jxxOuterPayload.ToByteArray());"	NetworkEnvelope.BuildGameNodePacket(uri, ...)	Fight	audited-inventory
Game	jxx	S2C/push	push	Jondo.Unity.Server/Handlers/FightHandler.cs	4503	"return BuildGameNodePacket(""type.ankama.com/jxx"", jxxOuterPayload.ToByteArray());"	Current-source literal scan; semantic verification still required.	Fight	current-source
Game	jxy	C2S/dispatch	despacho	Jondo.Unity.Server/Handlers/FightHandler.cs	1022	"else if (payloadStr.Contains(""type.ankama.com/jxy""))"	comparacion de cadena sobre el frame recibido	Fight	audited-inventory
Game	jxy	C2S/dispatch	despacho	Jondo.Unity.Server/Handlers/FightHandler.cs	1026	"else if (payloadStr.Contains(""type.ankama.com/jxy""))"	Current-source literal scan; semantic verification still required.	Fight	current-source
Game	jxy	C2S/dispatch	despacho	Jondo.Unity.Server/Network/GameNodeProxy.cs	789	"|| payloadStr.Contains(""type.ankama.com/jwz"") || payloadStr.Contains(""type.ankama.com/jxy"")"	comparacion de cadena sobre el frame recibido	Unclassified	audited-inventory
Game	jxy	C2S/dispatch	despacho	Jondo.Unity.Server/Network/GameNodeProxy.cs	886	"|| payloadStr.Contains(""type.ankama.com/jwz"") || payloadStr.Contains(""type.ankama.com/jxy"")"	Current-source literal scan; semantic verification still required.	Unclassified	current-source
Game	jxz	S2C/push	push	Jondo.Unity.Server/Handlers/FightHandler.cs	1296	"await WriteFrameAsync(stream, ConnectionProtocol.Push(""jxz"","	"ConnectionProtocol.Push(""xxx"", ...)"	Fight	audited-inventory
Game	jxz	S2C/push	push	Jondo.Unity.Server/Handlers/FightHandler.cs	3167	"await WriteFrameAsync(stream, ConnectionProtocol.Push(""jxz"","	"ConnectionProtocol.Push(""xxx"", ...)"	Fight	audited-inventory
Game	jya	S2C/push	push	Jondo.Unity.Server/Handlers/FightHandler.cs	1517	"await WriteFrameAsync(stream, ConnectionProtocol.Push(""jya"","	"ConnectionProtocol.Push(""xxx"", ...)"	Fight	audited-inventory
Game	jya	S2C/push	push	Jondo.Unity.Server/Handlers/FightHandler.cs	4244	"byte[] env = BuildGameNodePacket(""type.ankama.com/jya"", msg.ToByteArray());"	NetworkEnvelope.BuildGameNodePacket(uri, ...)	Fight	audited-inventory
Game	jyf	S2C/push	push	Jondo.Unity.Server/Handlers/FightHandler.cs	4219	"list.Add(BuildGameNodePacket(""type.ankama.com/jyf"", msg1.ToByteArray()));"	NetworkEnvelope.BuildGameNodePacket(uri, ...)	Fight	audited-inventory
Game	jyf	S2C/push	push	Jondo.Unity.Server/Handlers/FightHandler.cs	4231	"list.Add(BuildGameNodePacket(""type.ankama.com/jyf"", msg2.ToByteArray()));"	NetworkEnvelope.BuildGameNodePacket(uri, ...)	Fight	audited-inventory
Game	jyf	S2C/push	push	Jondo.Unity.Server/Handlers/FightHandler.cs	4243	"list.Add(BuildGameNodePacket(""type.ankama.com/jyf"", msg1.ToByteArray()));"	Current-source literal scan; semantic verification still required.	Fight	current-source
Game	jyf	S2C/push	push	Jondo.Unity.Server/Handlers/FightHandler.cs	4255	"list.Add(BuildGameNodePacket(""type.ankama.com/jyf"", msg2.ToByteArray()));"	Current-source literal scan; semantic verification still required.	Fight	current-source
Game	jyg	S2C/push	push	Jondo.Unity.Server/Handlers/FightHandler.cs	2955	"await WriteFrameAsync(stream, ConnectionProtocol.Push(""jyg"","	"ConnectionProtocol.Push(""xxx"", ...)"	Fight	audited-inventory
Game	jyg	S2C/push	push	Jondo.Unity.Server/Handlers/FightHandler.cs	787	"await WriteFrameAsync(stream, BuildGameNodePacket(""type.ankama.com/jyg"", jygMsg.ToByteArray()));"	NetworkEnvelope.BuildGameNodePacket(uri, ...)	Fight	audited-inventory
Unknown	jyi	S2C/push	push	Jondo.Unity.Server/Handlers/FightHandler.cs	945	"return BuildGameNodePacket(""type.ankama.com/jyi"", jyiMsg.ToByteArray());"	NetworkEnvelope.BuildGameNodePacket(uri, ...)	Fight	audited-inventory
Unknown	jyi	S2C/push	push	Jondo.Unity.Server/Handlers/FightHandler.cs	949	"return BuildGameNodePacket(""type.ankama.com/jyi"", jyiMsg.ToByteArray());"	Current-source literal scan; semantic verification still required.	Fight	current-source
Game	jyj	S2C/push	push	Jondo.Unity.Server/Handlers/FightHandler.cs	1546	"await WriteFrameAsync(stream, ConnectionProtocol.Push(""jyj"","	"ConnectionProtocol.Push(""xxx"", ...)"	Fight	audited-inventory
Game	jyj	S2C/push	push	Jondo.Unity.Server/Handlers/FightHandler.cs	798	"await WriteFrameAsync(stream, BuildGameNodePacket(""type.ankama.com/jyj"", jyjMsg.ToByteArray()));"	NetworkEnvelope.BuildGameNodePacket(uri, ...)	Fight	audited-inventory
Unknown	jyk	S2C/push	push	Jondo.Unity.Server/Handlers/FightHandler.cs	823	"await WriteFrameAsync(stream, BuildGameNodePacket(""type.ankama.com/jyk"", jykMsg.ToByteArray()));"	NetworkEnvelope.BuildGameNodePacket(uri, ...)	Fight	audited-inventory
Unknown	jyk	S2C/push	push	Jondo.Unity.Server/Handlers/FightHandler.cs	827	"await WriteFrameAsync(stream, BuildGameNodePacket(""type.ankama.com/jyk"", jykMsg.ToByteArray()));"	Current-source literal scan; semantic verification still required.	Fight	current-source
Game	jys	S2C/push	push	Jondo.Unity.Server/Handlers/FightHandler.cs	4492	"string typeUrl = isMP ? ""type.ankama.com/kkz"" : ""type.ankama.com/jys"";"	ternario typeUrl -> BuildGameNodePacket(typeUrl,...) en FightHandler.cs:4497	Fight	audited-inventory
Game	jys	S2C/push	push	Jondo.Unity.Server/Handlers/FightHandler.cs	4516	"string typeUrl = isMP ? ""type.ankama.com/kkz"" : ""type.ankama.com/jys"";"	Current-source literal scan; semantic verification still required.	Fight	current-source
Game	jyt	S2C/push	push	Jondo.Unity.Server/Handlers/FightHandler.cs	3134	"await WriteFrameAsync(stream, ConnectionProtocol.Push(""jyt"","	"ConnectionProtocol.Push(""xxx"", ...)"	Fight	audited-inventory
Game	jyy	S2C/push	push	Jondo.Unity.Server/Handlers/FightHandler.cs	1293	"await WriteFrameAsync(stream, ConnectionProtocol.Push(""jyy"","	"ConnectionProtocol.Push(""xxx"", ...)"	Fight	audited-inventory
Game	jyz	S2C/push	push	Jondo.Unity.Server/Handlers/FightHandler.cs	3925	"var inner = ExtractMessagePayload(payload, ""type.ankama.com/jyz"");"	Current-source literal scan; semantic verification still required.	Fight	current-source
Game	jyz	C2S/read	read	Jondo.Unity.Server/Handlers/FightHandler.cs	3906	"var inner = ExtractMessagePayload(payload, ""type.ankama.com/jyz"");"	NetworkEnvelope.ExtractMessagePayload(..., uri)	Fight	audited-inventory
Game	jzc	S2C/push	push	Jondo.Unity.Server/Handlers/FightHandler.cs	1472	"await WriteFrameAsync(stream, ConnectionProtocol.Push(""jzc"","	"ConnectionProtocol.Push(""xxx"", ...)"	Fight	audited-inventory
Game	jzu	Discarded	descartado	Jondo.Unity.Server/Network/ConnectionProtocolSelfTest.cs	38	"Same(failures, ""jzu"","	DESCARTADO: etiqueta de ConnectionProtocolSelfTest.Same(), no viaja	Connection	audited-inventory
Game	jzu	S2C/push	push	Jondo.Unity.Server/Handlers/FightHandler.cs	2055	"await WriteFrameAsync(stream, ConnectionProtocol.Push(""jzu"","	"ConnectionProtocol.Push(""xxx"", ...)"	Fight	audited-inventory
Game	jzu	S2C/push	push	Jondo.Unity.Server/Handlers/FightHandler.cs	463	"await WriteFrameAsync(stream, ConnectionProtocol.Push(""jzu"","	"ConnectionProtocol.Push(""xxx"", ...)"	Fight	audited-inventory
Game	jzy	C2S/dispatch	despacho	Jondo.Unity.Server/Handlers/FightHandler.cs	1002	"if (payloadStr.Contains(""type.ankama.com/jzy""))"	comparacion de cadena sobre el frame recibido	Fight	audited-inventory
Game	jzy	C2S/dispatch	despacho	Jondo.Unity.Server/Network/GameNodeProxy.cs	788	"else if (payloadStr.Contains(""type.ankama.com/jzy"") || payloadStr.Contains(""type.ankama.com/kaq"")"	comparacion de cadena sobre el frame recibido	Unclassified	audited-inventory
Game	jzy	C2S/read	read	Jondo.Unity.Server/Network/FightProtocol.cs	1179	"byte[]? jzy = ConnectionProtocol.ReadPayload(payload, ""jzy"");"	"ConnectionProtocol.ReadPayload(frame, ""xxx"")"	Fight	audited-inventory
Game	kaa	S2C/push	push	Jondo.Unity.Server/Handlers/FightHandler.cs	408	"await WriteFrameAsync(stream, ConnectionProtocol.Push(""kaa"","	"ConnectionProtocol.Push(""xxx"", ...)"	Fight	audited-inventory
Game	kae	Discarded	descartado	Jondo.Unity.Protocol/OpcodeRegistry.cs	35	"public const string GameFightShowFighter = ""kae"";"	DESCARTADO: OpcodeRegistry no lo referencia nadie (0 usos fuera del propio fichero); codigo muerto	Unclassified	audited-inventory
Game	kae	S2C/push	push	Jondo.Unity.Server/Handlers/FightHandler.cs	449	"await WriteFrameAsync(stream, ConnectionProtocol.Push(""kae"","	"ConnectionProtocol.Push(""xxx"", ...)"	Fight	audited-inventory
Game	kah	Discarded	descartado	Jondo.Unity.Server/Network/ConnectionProtocolSelfTest.cs	77	"Same(failures, ""kah"", ""08a28280c8e7081801"", FightProtocol.BuildReadyAck(fighter));"	DESCARTADO: etiqueta de ConnectionProtocolSelfTest.Same(), no viaja	Connection	audited-inventory
Game	kah	S2C/push	push	Jondo.Unity.Server/Handlers/FightHandler.cs	1231	"await WriteFrameAsync(stream, ConnectionProtocol.Push(""kah"","	"ConnectionProtocol.Push(""xxx"", ...)"	Fight	audited-inventory
Game	kai	S2C/push	push	Jondo.Unity.Server/Handlers/FightHandler.cs	1259	"await WriteFrameAsync(stream, ConnectionProtocol.Push(""kai"","	"ConnectionProtocol.Push(""xxx"", ...)"	Fight	audited-inventory
Game	kam	S2C/push	push	Jondo.Unity.Server/Handlers/FightHandler.cs	401	"await WriteFrameAsync(stream, ConnectionProtocol.Push(""kam"","	"ConnectionProtocol.Push(""xxx"", ...)"	Fight	audited-inventory
Game	kaq	C2S/dispatch	despacho	Jondo.Unity.Server/Handlers/FightHandler.cs	1013	"else if (payloadStr.Contains(""type.ankama.com/kaq""))"	comparacion de cadena sobre el frame recibido	Fight	audited-inventory
Game	kaq	C2S/dispatch	despacho	Jondo.Unity.Server/Network/GameNodeProxy.cs	788	"else if (payloadStr.Contains(""type.ankama.com/jzy"") || payloadStr.Contains(""type.ankama.com/kaq"")"	comparacion de cadena sobre el frame recibido	Unclassified	audited-inventory
Game	kaq	C2S/read	read	Jondo.Unity.Server/Network/FightProtocol.cs	1231	"byte[]? kaq = ConnectionProtocol.ReadPayload(payload, ""kaq"");"	"ConnectionProtocol.ReadPayload(frame, ""xxx"")"	Fight	audited-inventory
Game	kau	S2C/push	push	Jondo.Unity.Server/Handlers/FightHandler.cs	455	"await WriteFrameAsync(stream, ConnectionProtocol.Push(""kau"","	"ConnectionProtocol.Push(""xxx"", ...)"	Fight	audited-inventory
Game	kba	Discarded	descartado	Jondo.Unity.Server/Network/ConnectionProtocolSelfTest.cs	33	"Same(failures, ""kba"","	DESCARTADO: etiqueta de ConnectionProtocolSelfTest.Same(), no viaja	Connection	audited-inventory
Game	kba	S2C/push	push	Jondo.Unity.Server/Handlers/FightHandler.cs	440	"await WriteFrameAsync(stream, ConnectionProtocol.Push(""kba"","	"ConnectionProtocol.Push(""xxx"", ...)"	Fight	audited-inventory
Game	kbd	S2C/push	push	Jondo.Unity.Server/Handlers/NpcHandler.cs	140	"ConnectionProtocol.Push(""kbd"", kbd));"	"ConnectionProtocol.Push(""xxx"", ...)"	Unclassified	audited-inventory
Game	kci	S2C/push	push	Jondo.Unity.Server/Handlers/ChestHandler.cs	51	"ConnectionProtocol.Push(""kci"", ConnectionProtocol.BuildStorageOpened()));"	"ConnectionProtocol.Push(""xxx"", ...)"	Unclassified	audited-inventory
Game	kcr	C2S/dispatch	despacho	Jondo.Unity.Server/Network/GameNodeProxy.cs	491	"else if (payloadStr.Contains(""type.ankama.com/kcr""))"	comparacion de cadena sobre el frame recibido	Unclassified	audited-inventory
Game	kcr	C2S/read	read	Jondo.Unity.Server/Handlers/ChestHandler.cs	69	"byte[]? kcr = ConnectionProtocol.ReadPayload(payload, ""kcr"");"	"ConnectionProtocol.ReadPayload(frame, ""xxx"")"	Unclassified	audited-inventory
Game	kdg	S2C/push	push	Jondo.Unity.Server/Handlers/NpcHandler.cs	298	"await Jondo.Protocol.NetworkMessage.WriteFrameAsync(stream, ConnectionProtocol.Push(""kdg""));"	"ConnectionProtocol.Push(""xxx"", ...)"	Unclassified	audited-inventory
Game	kdx	Discarded	descartado	Jondo.Unity.Server/BasePayloads.cs	16	public static readonly byte[] WorldEnteringPackets = new byte[] {	DESCARTADO: opcode dentro de un array de BasePayloads; nadie referencia BasePayloads (codigo muerto)	Unclassified	audited-inventory
Game	kdx	Discarded	descartado	Jondo.Unity.Server/Protocol/NetworkMessage.cs	294	"case ""kdx"": return (""World Loading"", ""Connection"", ""AccountCapabilitiesMessage (Global account rights)"");"	DESCARTADO: tabla de etiquetas del log (GetPacketMetadata / isPing). Solo pinta texto en consola, no cambia el protocolo	Unclassified	audited-inventory
Game	kdx	S2C/push	push	Jondo.Unity.Server/Network/TransitionPacketsBuilder.cs	41	"public static byte[] BuildKdxMessage() => BuildSingleVarIntMessage(""type.ankama.com/kdx"", 2000000);"	TransitionPacketsBuilder.BuildSingleVarIntMessage(uri, n)	Unclassified	audited-inventory
Game	kea	C2S/dispatch	despacho	Jondo.Unity.Server/Network/GameNodeProxy.cs	773	"else if (payloadStr.Contains(""type.ankama.com/kea""))"	comparacion de cadena sobre el frame recibido	Unclassified	audited-inventory
Game	kea	C2S/read	read	Jondo.Unity.Server/Handlers/NpcHandler.cs	216	"byte[]? kea = ConnectionProtocol.ReadPayload(payload, ""kea"");"	"ConnectionProtocol.ReadPayload(frame, ""xxx"")"	Unclassified	audited-inventory
Unknown	key	Discarded	descartado	Jondo.Unity.Server/Network/HaapiServer.cs	358	"!property.Name.Contains(""key"", StringComparison.OrdinalIgnoreCase)) continue;"	FALSO POSITIVO: filtro por nombre de propiedad JSON	Connection	audited-inventory
Unknown	key	Discarded	descartado	Jondo.Unity.Server/Zaap/ZaapService.cs	1392	"tmp67.Name = ""key"";"	FALSO POSITIVO: nombre de campo Thrift (tmp67.Name)	Connection	audited-inventory
