protocol	opcode	schema_fingerprint	field_schema	client_owner_action	client_context	server_directions	server_references	server_status	evidence_grade	next_action
Game	icn	9997c5656390b55eb7fcad929cc53abfdeca5b07f4a67775b3a9ecee3f6c612a		ffu::beja			0	shape-known	C	Locate client feature and capture a journey.
Game	icp	c88077c4fe315d66ecf8d3503a7e420ecbcab527b999211361bc6e40cfe91ff5	1:hxd fotq				0	shape-known	C	Locate client feature and capture a journey.
Game	icq	7d102aed2370139db32087d1e4595af8303634856c1c311ca840730ab57fdb86	1:repeated hxd fotu; 2:int32 fotv				0	shape-known	C	Locate client feature and capture a journey.
Game	icr	365ef1b14f831ba594160984e3f661f90bedea10d09c76fb6a749c10576bd33d	1:repeated hxd fotz				0	shape-known	C	Locate client feature and capture a journey.
Game	icu	528ff3e81a8c1562ad716b5df8567ffdafd136fc40dc718f6e3b98bfd11305ff	1:ics foud; 2:repeated hxd foue				0	shape-known	C	Locate client feature and capture a journey.
Game	icx	e6bae5eac1eb8a13c3597482d4cd750b51b27f48b8493acdae58158c94787e1e	1:icv foui				0	shape-known	C	Locate client feature and capture a journey.
Game	icz	fc8772143df81214154e1082131ff4951b1cd72be8c099582496e2979b91d60f	1:icx foum; 2:icu foun; 3:icp fouo; 4:icq foup; 5:icr fouq	ffz::bekn			0	shape-known	C	Locate client feature and capture a journey.
Game	ida	41e82c0b01ccc8884f06ba1301f9bd7d3ca07e78f7429df284cfd7688a2e6a2b	1:string fouw; 2:string foux; 3:bool fouy	ffu::bejj | ffu::fun | ffu::ils			0	shape-known	C	Locate client feature and capture a journey.
Game	ide	8bfd467b37cd64717f45ab870e2499e765e4b215b6b4ed235db29fd2fc224ecc	1:idc fovc; 2:idb fovd	ffz::belf | ffz::cty | ffz::gqo | ffz::nli			0	shape-known	C	Locate client feature and capture a journey.
Game	idf	c79444b37aa4ed032f55310c7864a7945dccd8453523fa487775e4cc4eb4b274	1:int32 fovh; 2:string fovi	ffz::bekj | ffz::dmu | ffz::ivn | ffz::jse		S2C/push	1	shape-known	C	Verify the send against a client observation; no handler is inferred.
Game	idi	20796fe4fa492dab5b99abb37214d9e2559526f81ae487a13f8771a9ba6c7cc1	1:idg fovm; 2:idg fovn	ffz::beke			0	shape-known	C	Locate client feature and capture a journey.
Game	idl	075ef2a37b78754d8b6e6537cb661634886836060d2fe9de509e4d061a2d9be2	1:idj fovr				0	shape-known	C	Locate client feature and capture a journey.
Game	idm	7af03b3b55d89699c12310d0d7e529011cf4802739f0cdddcefadfffca315277	1:int32 fovv; 2:int32 fovw; 3:optional int32 fovx	ffr::begb | ffr::ibc | ffr::lme | ffr::myi	ffr (toca a 54 mensajes): DisposePendingClaimBoostRequests		0	shape-known	C	Locate client feature and capture a journey.
Game	ido	2e311361c123d945f11003f7b1b224dbc3850c7aeb45dd2ac743684c8b1622d2	1:int32 fowd	epm::basr | epm::dpl | epm::hzo | epm::nmb			0	shape-known	C	Locate client feature and capture a journey.
Game	idp	6e3d9e8c815294fb7315c7b53e4f241682b56f18df3c44947f9bbdccbad4d722	1:int32 fowh; 2:int32 fowi				0	shape-known	C	Locate client feature and capture a journey.
Game	idr	ea7653fadc61138fcfdfac9a0dde37570858729e1c60244aacdc837351ae3e98	1:repeated ier fowm; 2:optional int64 fown; 3:repeated idp fowp; 4:repeated int32 fowq	eps::bati | eps::bwf | eps::cjk | eps::dub	eps (toca a 13 mensajes): UpdateQuestWhenSubAreaLoaded		0	shape-known	C	Locate client feature and capture a journey.
Game	idt	bd55d2b5655a97474929cb5982d66a51a79d9ebc0576f77b91c5715ff21d05f1		epm::baso | epm::bcn | gie::bkii			0	shape-known	C	Locate client feature and capture a journey.
Game	idu	0eca3abb09e53d054e7b1691773bb9d7b79a9e805f205d418182e399b0a7d4dd	1:ier fowx; 2:optional int64 fowy	eps::batg | eps::bath	eps (toca a 13 mensajes): UpdateQuestWhenSubAreaLoaded	S2C/push	1	shape-known	C	Verify the send against a client observation; no handler is inferred.
Game	idv	320222f9e2205d4954566376d687c94b85a65588c1b4e02e9a754abd4c2612fc	1:int32 foxd; 2:int32 foxe	epm::basn			0	shape-known	C	Locate client feature and capture a journey.
Game	idw	e73d350f692a05763945793f74e7fec29e2d10b990388cb93d5e0cd5898184f3	1:int32 foxi; 2:int32 foxj	epm::basq | epm::bos | epm::fjt | epm::gtt			0	shape-known	C	Locate client feature and capture a journey.
Game	idz	bb9fe9a5b7e5ea020ef9e8f1625a729061edc7c88daf819527345d4f43faeb86	1:int32 foxn; 2:int32 foxo; 3:idx foxp	eps::batc	eps (toca a 13 mensajes): UpdateQuestWhenSubAreaLoaded		0	shape-known	C	Locate client feature and capture a journey.
Game	iea	f29ac381a54b84cae96585a467b1c2e2215b6911aba6f9deb483ae4facab4043	1:int32 foxt; 2:int32 foxu; 3:int32 foxv	eps::batb	eps (toca a 13 mensajes): UpdateQuestWhenSubAreaLoaded		0	shape-known	C	Locate client feature and capture a journey.
Game	ieb	f1ba009df1680f4561d03a5295c54e0c5793437227aaf36bef1a312a33306c84	1:int32 foxz; 2:int32 foya	eps::batd | eps::cij | eps::hur | eps::khv	eps (toca a 13 mensajes): UpdateQuestWhenSubAreaLoaded		0	shape-known	C	Locate client feature and capture a journey.
Game	iec	ca98aa1291e8370d79122785a1ab28d27ec59d380ac2a76fc467ab55d03c1010	1:int32 foye; 2:string foyf; 3:int32 foyg	epm::basn			0	shape-known	C	Locate client feature and capture a journey.
Game	ied	60f1d439075794eacf6fd99070b5c8031df9a987faa19b876f530689da8fcadb	1:int32 foyk	eps::bate | eps::gkk | eps::gpp | eps::kmo	eps (toca a 13 mensajes): UpdateQuestWhenSubAreaLoaded		0	shape-known	C	Locate client feature and capture a journey.
Game	iee	d5307c08e75a98334f80143ee8083fbfa5fda80b73179c6012da43a6720e8da6		epm::basp | epm::crn | epm::lbx | gie::bkii			0	shape-known	C	Locate client feature and capture a journey.
Game	ief	5715ef93bb02eb00edcc9787887f2413b93404fb4a9da9903e6214bb1fd40085	1:int32 foyr; 2:string foys	eps::batf | eps::npl	eps (toca a 13 mensajes): UpdateQuestWhenSubAreaLoaded		0	shape-known	C	Locate client feature and capture a journey.
Game	ieg	048b6070a019f08fa50816e49c3e9ae0fad7b5e5e18323782442c8208c1fe707	1:int32 foyw; 2:ieh foyx; 3:int32 foyy	eps::basz	eps (toca a 13 mensajes): UpdateQuestWhenSubAreaLoaded		0	shape-known	C	Locate client feature and capture a journey.
Game	ieh	79a3e98905992bd8dd0a0a740045c0b94eb4c325096fcebb42fce264e8862c5f	1:int64 fozc; 2:int64 fozd				0	shape-known	C	Locate client feature and capture a journey.
Game	iei	eaa400dfbb6dbd10698d1553e2ee79e5159ec72432e3cfedeb51ee799e48c059	1:repeated string fozh; 2:int32 fozi; 3:ieh fozj; 4:bool fozk	eps+<UpdateQuestWhenSubAreaLoaded>d__20::MoveNext | bl::bvh | bl::jn | bl::mom	eps (toca a 13 mensajes, y a éste sólo de refilón, a 2 saltos): UpdateQuestWhenSubAreaLoaded		0	shape-known	C	Locate client feature and capture a journey.
Game	iej	16c0e1403e1592c8be919cc5c6d381db3876cbdeb25e12ef42f6de42e8bd9066	1:int32 fozo	efl::idt | efl::ixa | efl::lxc | efl::xgg	eps (toca a 13 mensajes): UpdateQuestWhenSubAreaLoaded		0	shape-known	C	Locate client feature and capture a journey.
Game	iek	babb37d0042829c9010bc9c39b3d957d3904060ba3f4283a8ce5b57d0de1e494	1:repeated int32 fozs	epm::basm | epm::exx			0	shape-known	C	Locate client feature and capture a journey.
Game	iel	6e82a44a6abeec6e933cfdd0ce0468a95f7637dd7c5eacac4f280ebd8424abdd	1:repeated ier fozw	eps::bata | eps::otu	eps (toca a 13 mensajes): UpdateQuestWhenSubAreaLoaded		0	shape-known	C	Locate client feature and capture a journey.
Game	ieo	effd7212cada6a74b50e78ab2b3e4bc59c975caf6dbe1373e394997416902bff	1:iem fpaa; 2:int32 fpab	epm::basl | eps::basy | eps::cfs | eps::fpk	eps (toca a 13 mensajes): UpdateQuestWhenSubAreaLoaded	C2S/dispatch	1	mapped	C	Replay and verify validation, persistence and S2C ordering.
Game	iep	452fb7297afc2198127e234577966514aded4844b7e27b1e4213c7fb33becb10	1:repeated iei fpaf; 2:int32 fpag; 3:int32 fpah				0	shape-known	C	Locate client feature and capture a journey.
Game	ier	cc76367b0e1021c35ebdd3d173123891fd17134f2bfb36f15f2a28b4ed10aed9	1:int32 fpal; 2:iep fpam; 3:int32 fpan	eps+<UpdateQuestWhenSubAreaLoaded>d__20::MoveNext | bk::bzj | bk::ddk | bk::hjz	eps (toca a 13 mensajes, y a éste sólo de refilón, a 1 salto): UpdateQuestWhenSubAreaLoaded		0	shape-known	C	Locate client feature and capture a journey.
Game	iev	a49a7fbea8821e5e427b514e0649cb070b3ca080989113ccf6e36a3f452de4f1	1:iet fpas; 2:lhm fpat	fgv::bewp | fgv::jqc | fgv::ojl	fgv (toca a 65 mensajes): PrismAddOrUpdateStacked		0	shape-known	C	Locate client feature and capture a journey.
Game	iew	02396009770a66b2681e4d8b1cedf1d3be31d44247d8fa1b391d84753a171c76	1:int32 fpax	fgv::bewt | fgv::dyg | fgv::llo | fgv::loj	fgv (toca a 65 mensajes): PrismAddOrUpdateStacked		0	shape-known	C	Locate client feature and capture a journey.
Game	iex	4f31b2c8b760a9f04dd758e956c5175fcfa6376305c2005b9c0dbf0c8cdbd9b4	1:lhm fpbb	fgv::bewo	fgv (toca a 65 mensajes): PrismAddOrUpdateStacked		0	shape-known	C	Locate client feature and capture a journey.
Game	iey	336b658075c3adb5ca651cca56c0122f67c2bd997f6c57b9ed4e8083f241d874		fgu::beuf | fgu::bol | fgu::cwx | fgu::hah			0	shape-known	C	Locate client feature and capture a journey.
Game	iez	34ee6032698617703078e19af5fb9ed33db2a288c15485f6c6c288a92ac43abd		fgu::beud | fgu::iry | fgu::iym | fgu::mha			0	shape-known	C	Locate client feature and capture a journey.
Game	ifa	ae14aff9b70553c19f8de8beca867d55769e7a16c145a7c1d13000a0bb1208fa	1:bool fpbl; 2:lhm fpbm	fgv::bewq | fgv::lrq	fgv (toca a 65 mensajes): PrismAddOrUpdateStacked		0	shape-known	C	Locate client feature and capture a journey.
Game	ifb	fd0b8c7420792cdf51f68c30487dbb0a4e22c3b396584894ea796f21df6353fb					0	shape-known	C	Locate client feature and capture a journey.
Game	ifd	25da50069817e0da6bc728af52ecb5f744aff9d661973785b5ebe03a34d2271b	1:ifb fpbt	fgu::beue | fgu::cox | fgu::fgr | fgu::oko			0	shape-known	C	Locate client feature and capture a journey.
Game	ife	afa119967042accbe7ec581f85145b87658df6bae65c547000778f783816fe8e	1:repeated lhm fpbx; 2:repeated lhm fpby	fgv::bews | fgv::gbn | fgv::iwp | fgv::ljr	fgv (toca a 65 mensajes): PrismAddOrUpdateStacked	C2S/read	1	mapped	C	Replay and verify validation, persistence and S2C ordering.
Game	ifg	1b230bc9a4d20fef0942c773b2a5aaf95a8bb54a77717085478abab9167b5f67		eql::bbah | gie::bkii			0	shape-known	C	Locate client feature and capture a journey.
Game	ifh	13a14598977be537a2fc2568d52898f9d9059e52785081911d360d8d8994e56c	1:int32 fpcg; 2:ihi fpch; 3:int32 fpci; 4:bool fpcj; 5:map<int32, ifj> fpck; 6:string fpcl; 7:string fpcm; 8:string fpcn	lw::esa | lw::kch | lw::nmw | lw::nzk			0	shape-known	C	Locate client feature and capture a journey.
Game	ifi	42664fcacb2cb91f1302a64706f8b13be4b8e639503ce96aa9419721150fb9ce	1:string fpcr; 2:ifp fpcs; 3:int32 fpct; 4:repeated string fpcu				0	shape-known	C	Locate client feature and capture a journey.
Game	ifj	996093d4633bb5eb3c507f8e98bec98e689041a734f7dc723f31a4e849a21163	1:iis fpcy; 2:bool fpcz				0	shape-known	C	Locate client feature and capture a journey.
Game	ifl	6d3209a16bef0ad6b5c8018559bf47a4b5d8d1e14dc3ca22b4860992d82767b5		eql::bbaj | eql::gup | eql::kpi | eql::kso			0	shape-known	C	Locate client feature and capture a journey.
Game	ifm	b5d05157eabbd7581f0603b6f3221ab39be573c0d54a9c426a36e821d599c5ad		eql::bbaj | eql::gup | eql::kpi | eql::kso			0	shape-known	C	Locate client feature and capture a journey.
Game	ifn	fc3a1ce753f167cf10154f712c3f3dbf0d589dcc1c83ba0cb544fa650105c557	1:string fpdj	eql::bbaj | eql::gup | eql::kpi | eql::kso			0	shape-known	C	Locate client feature and capture a journey.
Game	ifp	e42138cdda1f768efae50f2bf2f6489fa42c6dc4428263da9811298a47feec50	1:ifn fpdn; 2:ifl fpdo; 3:ifm fpdp	eql::bbaj | eql::gup | eql::kpi | eql::kso			0	shape-known	C	Locate client feature and capture a journey.
Game	ifr	90abcc5570fea889fa76e7d9f5a32d7886aea2dc56a574e9377861c8acbedc4f	1:int32 fpdu; 2:int32 fpdv	eql::bbap			0	shape-known	C	Locate client feature and capture a journey.
Game	ifs	93930457769d64b5f03a7187575c7acba2d492828568fafae74273a15f6aca7c	1:int32 fpdz; 2:repeated string fpea; 3:bool fpeb; 4:optional bool fpec; 5:string fpee; 6:int32 fpef; 7:int64 fpeg; 8:string fpeh; 9:optional int32 fpei				0	shape-known	C	Locate client feature and capture a journey.
Game	ifu	67cce01f3d6f31435cf870bbc722ec11d4885fc2e0344a067308f7e7fec9c2a8	1:ifs fpen; 2:int32 fpeo	eql::bbap			0	shape-known	C	Locate client feature and capture a journey.
Game	ifv	3679af4834a38c2d104f10ed30ce18a92ae67e25eb8b66b2d630af313c1924d3					0	shape-known	C	Locate client feature and capture a journey.
Game	ifw	1f5939dd95d4f62181a56a24ce300edbc4c7922368b0fa08f821783469686758					0	shape-known	C	Locate client feature and capture a journey.
Game	ify	f876e21603e2f762f1b681235d9694f2292f84d59cf521cda7fb0cb425fc1c8a	1:string fpey; 2:ifu fpez; 3:ifr fpfa	eql::bbap			0	shape-known	C	Locate client feature and capture a journey.
Game	ifz	d2145f596b0ab23a272d18c07f5118652c5c084b870cb58efa02d68195c3fbd5	1:ihr fpff	eqq::bbfe | eqq::flj | eqq::jux | eqq::oe	eqq (toca a 76 mensajes): PresetListEventWhenCharacterInfo, RefreshTagsWhenContentReceived		0	shape-known	C	Locate client feature and capture a journey.
Game	igc	997a9ab037e9503149e0483b3c320ea3ef170e88d2607b7715dae6396cc4b4f5	1:iga fpfj	eqq::bbfq	eqq (toca a 76 mensajes): PresetListEventWhenCharacterInfo, RefreshTagsWhenContentReceived		0	shape-known	C	Locate client feature and capture a journey.
Game	igf	0d1fcb1cc2bdd3dc47fb9b83b372e491189643758354f5522dfa79c6595099e4	1:string fpfn; 2:string fpfo; 3:igd fpfp				0	shape-known	C	Locate client feature and capture a journey.
Game	igi	f5ac0d09836f824b313c02c745fee90d13597ac9414d86668764a78cd4d82117	1:ihr fpft; 2:ihr fpfu				0	shape-known	C	Locate client feature and capture a journey.
Game	igk	4498df421db33717874813141b528eb7b6b7f3231ebf1e4b12cb12436e22d494	3:igh fpfy; 1:igi fpfz; 2:optional igh fpga	eqq::bbfi | eqq::dbk | eqq::fuh | eqq::hcu	eqq (toca a 76 mensajes): PresetListEventWhenCharacterInfo, RefreshTagsWhenContentReceived		0	shape-known	C	Locate client feature and capture a journey.
Game	igl	9d066195b63d4de22b98e0f96a760eb63800b42f551534c5eb40c47b8ffb73cc	1:int32 fpgg; 2:repeated string fpgh; 3:string fpgi; 4:optional bool fpgj; 5:optional string fpgl; 6:optional bool fpgn				0	shape-known	C	Locate client feature and capture a journey.
Game	ign	a44da6bacb72ee609f0ca8671b45da0761c912a358cf9e10d349f30dc49295d8	1:bool fpgs; 2:ihr fpgt; 3:igl fpgu	eqq::bbfj | eqq::csd | eqq::hoo | eqq::hyx	eqq (toca a 76 mensajes): PresetListEventWhenCharacterInfo, RefreshTagsWhenContentReceived		0	shape-known	C	Locate client feature and capture a journey.
Game	igo	561ba360e8a5429bcc317250c848fcf57e606f4dde2657019c307e3eba307495	1:string fpgy	eql::bbal | eql::gd | eql::mb | eql::obj			0	shape-known	C	Locate client feature and capture a journey.
Game	igp	0ddd7bcbbb6224a8edd7f249744f1264331a39c02e6bfe895eed65c0976a564f	1:ifp fphc; 2:int32 fphd; 3:ifp fphe; 4:string fphf	eql::bbaj | eql::gup | eql::kpi | eql::kso			0	shape-known	C	Locate client feature and capture a journey.
Game	igs	fc5a54d2a19d49832ea953233d80e8072c47e7a4c49d5034539a4b29e0239785	1:lhg fphj; 2:igq fphk; 3:lhg fphl	cgy::.ctor | cgy::tlm | chi::.ctor | chi::tmg	eqq (toca a 76 mensajes, y a éste sólo de refilón, a 1 salto): PresetListEventWhenCharacterInfo, RefreshTagsWhenContentReceived	S2C/push	4	shape-known	C	Verify the send against a client observation; no handler is inferred.
Game	igv	d8ce65bc6ea9d7f958a5030fbd349f532a6345b0d5f526d890ec010fb2daff03	1:igt fphp; 2:bool fphq	eqq::bbft | eqq::eyj | eqq::fwx | eqq::ivy	eqq (toca a 76 mensajes): PresetListEventWhenCharacterInfo, RefreshTagsWhenContentReceived		0	shape-known	C	Locate client feature and capture a journey.
Game	igy	3f19ca3b985a20abbfe46fd195158b4e6e6ef56e9fe0e826ee238298106baf24	1:igw fphu; 2:ihi fphv; 3:string fphw	eql::bban | eql::fic | eql::kbn			0	shape-known	C	Locate client feature and capture a journey.
Game	igz	e8f7438b9e7e3f4d6df5cad5892eda65de99113e176f3e71c5354fe7b98ecc1e	1:map<bool, string> fpia; 2:string fpib				0	shape-known	C	Locate client feature and capture a journey.
Game	iha	4cabbc4c7aeaea1abcaf269dc12bd323597bda8cfd3141792509fd75c5a78b56	1:string fpif; 2:map<int32, int32> fpig	eql::bbao | eql::bmx | eql::gfz			0	shape-known	C	Locate client feature and capture a journey.
Game	ihb	ec1dde3da83bbc29fce515d6fa985f620484aa0338e385c1a4efefd7af459e2c	1:map<string, ihr> fpik; 2:map<string, ifh> fpil	eqq::bbhx | eqq::bbhy | eqq::cle | eqq::dfd	eqq (toca a 76 mensajes): PresetListEventWhenCharacterInfo, RefreshTagsWhenContentReceived	C2S/read	1	mapped	C	Replay and verify validation, persistence and S2C ordering.
Game	ihc	d04c6267ad090c084996a8e9007efb4fea70fd0fa901292c9f729e602f84a7a7	1:bool fpip	eqq::bbfm | eqq::mdw | eqq::mif | eqq::nnc	eqq (toca a 76 mensajes): PresetListEventWhenCharacterInfo, RefreshTagsWhenContentReceived		0	shape-known	C	Locate client feature and capture a journey.
Game	ihf	11b5f99bf2211c709ba19a2a01cf5ab10e8b8c09440bd6b5bb3e0e1c16a98926	1:ihd fpit; 2:lbn fpiu; 3:string fpiv; 4:string fpiw	eql::bbaq | eql::jg | eql::jrm | eql::kmg			0	shape-known	C	Locate client feature and capture a journey.
Game	ihg	52eafbff58ff9e212920f14cb214f154ad2410b9348e86ee527e33cafafdd991	1:optional string fpja; 2:string fpjc	eql::bbag			0	shape-known	C	Locate client feature and capture a journey.
Game	ihh	913bc19628cd5bf3da995cc85e796bd0e4c092e8de0ae69c9a41b4ce6b581003	1:ifh fpjg; 2:bool fpjh; 3:ifh fpji				0	shape-known	C	Locate client feature and capture a journey.
Game	ihi	69c8349f4603c5367f76277b0923559cf1342a99073cfa12e41cac5264992f04	1:int32 fpjm; 2:map<int32, iis> fpjn; 3:map<int32, iis> fpjo	ls::Update | eql::bban | eql::fic | eql::kbn	eqq (toca a 76 mensajes, y a éste sólo de refilón, a 2 saltos): PresetListEventWhenCharacterInfo, RefreshTagsWhenContentReceived		0	shape-known	C	Locate client feature and capture a journey.
Game	ihm	995053335f2715523d4fbfe577aed31a923453c8aaa087fe21d8186550cc2409	1:string fpjs; 2:repeated bool fpjt; 3:optional string fpju; 4:repeated int32 fpjw; 5:optional string fpjx; 6:map<bool, int64> fpjz				0	shape-known	C	Locate client feature and capture a journey.
Game	iho	ba96ac830e0e7678b7cdd3e9a66b31f90862c096e689e91da4d0e61a1a0edc56	1:repeated int32 fpkd; 2:repeated int32 fpke; 3:ihl fpkf; 4:ihm fpkg				0	shape-known	C	Locate client feature and capture a journey.
Game	ihq	8ca89b6e126adee75334c86a515d3006f76f5290bf7c8b53fb88a58c97e00ea7	1:iho fpkk; 2:optional ihk fpkl	eqq::bbfn | eqq::cpe | eqq::ert | eqq::hti	eqq (toca a 76 mensajes): PresetListEventWhenCharacterInfo, RefreshTagsWhenContentReceived		0	shape-known	C	Locate client feature and capture a journey.
Game	ihr	9576a94c94fc9122071de0991531c8f682763b9b6735ded7386e2e1620fbb11a	1:igs fpkr; 2:int32 fpks; 3:lhk fpkt; 4:string fpku; 5:map<int32, llm> fpkv; 6:string fpkw; 7:ihi fpkx; 8:bool fpky; 9:optional string fpkz; 10:string fplb	ls::Update | eqq+<PresetListEventWhenCharacterInfo>d__116::MoveNext | ls::buv | ls::ffl	eqq (toca a 76 mensajes, y a éste sólo de refilón, a 1 salto): PresetListEventWhenCharacterInfo, RefreshTagsWhenContentReceived		0	shape-known	C	Locate client feature and capture a journey.
Game	ihs	15d0563c174055252d4d1008a917fff768ebefb440b81712f56981316d2bcd1f	1:lbn fplf; 2:string fplg	eql::bbak | eql::fmh | eql::fyn | eql::mac			0	shape-known	C	Locate client feature and capture a journey.
Game	iht	67f1649adc759c2d773e4190d78239951d78a0e6b7d214f553ec2dc5c7d1f965	1:ifh fplk; 2:bool fpll				0	shape-known	C	Locate client feature and capture a journey.
Game	ihu	e9be4f2cd7269fdfebcec22e28489214e3042cf268215c68f84b0fb1786b1e16	1:bool fplp; 2:igs fplq	eqq::bbfd	eqq (toca a 76 mensajes): PresetListEventWhenCharacterInfo, RefreshTagsWhenContentReceived		0	shape-known	C	Locate client feature and capture a journey.
Game	ihv	5a92d28748a05b09c5891ccc8c60f59367653016cba4ccf48b65f1ca94c793f5	1:map<string, int32> fplu; 2:int32 fplv; 3:bool fplw	eqq::bbfg | eqq::hck | eqq::jif	eqq (toca a 76 mensajes): PresetListEventWhenCharacterInfo, RefreshTagsWhenContentReceived		0	shape-known	C	Locate client feature and capture a journey.
Game	ihw	4273edf4d2b419115b5798f2e851b41b0cd4063cde91c7d7e34917d2d349b894	1:bool fpma; 2:string fpmb; 3:lbn fpmc	eql::bbas | eql::ddu | eql::drt			0	shape-known	C	Locate client feature and capture a journey.
Game	ihz	23e12f17c8c36d6503b84bddb4e4984829ba7ffbe38d0e468535675241a723d2	1:bool fpmg; 2:map<bool, int64> fpmh; 3:ihx fpmi; 4:ihr fpmj	eqq::bbff | eqq::jrb	eqq (toca a 76 mensajes): PresetListEventWhenCharacterInfo, RefreshTagsWhenContentReceived		0	shape-known	C	Locate client feature and capture a journey.
Game	iia	0108c6237b9a1fbcf9815030d4a969429afd9b5967e5610074c9372acfbb6acd	1:int64 fpmn; 2:lhk fpmo; 3:igs fpmp				0	shape-known	C	Locate client feature and capture a journey.
Game	iic	c48de990bae6099c8caab476ccd498f267c830365d3066ba0246766eff3d7cb1	1:optional bool fpmt; 2:iia fpmv; 3:bool fpmw; 4:bool fpmx	eqq::bbfp | eqq::dmw | eqq::kkd	eqq (toca a 76 mensajes): PresetListEventWhenCharacterInfo, RefreshTagsWhenContentReceived		0	shape-known	C	Locate client feature and capture a journey.
Game	iid	c672502d1b69b749e5571f75ff2770205558096e6da149e526c8d33dfeba9d5c	1:lbn fpnb; 2:string fpnc; 3:repeated bool fpnd; 4:int32 fpne; 5:lbn fpnf	eql::bbar | eql::cps | eql::eet | eql::ejf			0	shape-known	C	Locate client feature and capture a journey.
Game	iie	ea1cb6d7d0c804937df27eaab4c5076401a20a0644419b17dee1ee7fbd4f80d3	1:ihr fpnj; 2:bool fpnk	eqq::bbfl | eqq::gmw	eqq (toca a 76 mensajes): PresetListEventWhenCharacterInfo, RefreshTagsWhenContentReceived		0	shape-known	C	Locate client feature and capture a journey.
Game	iif	3ced2d216c9509ce9eb2fea2d0f78512cd4b6c79bb5d26bf2626965756458eac	1:int64 fpno; 2:optional bool fpnp; 3:int64 fpnr; 4:bool fpns; 5:repeated int64 fpnt; 6:int32 fpnu; 7:int32 fpnv				0	shape-known	C	Locate client feature and capture a journey.
Game	iih	3d86da43228bc8eeddad38272048373adc2ab6adba3f7a9ce353f4014c8b1c17	1:iif fpnz; 2:ifp fpoa; 3:string fpob; 4:ifp fpoc				0	shape-known	C	Locate client feature and capture a journey.
Game	iij	a55bdd49f4cc5a6f90ee8c4117a611904be1676143e3474e75e044f180903712	1:bool fpog; 2:optional int32 fpoh; 3:optional string fpoj; 4:string fpol				0	shape-known	C	Locate client feature and capture a journey.
Game	iil	0e71824d2e22449622e46bf85600ff3e0318685ddf9847b2f09c1a2d17841de2	1:iii fpop; 2:ifh fpoq; 3:bool fpor; 4:iij fpos				0	shape-known	C	Locate client feature and capture a journey.
Game	iim	2231caf28556a9c4847ce4f84abf961121ce9859d262baa3f304853f8577306b	1:optional int32 fpow; 2:bool fpoy	eqq::bbfk | eqq::emj | eqq::ngm	eqq (toca a 76 mensajes): PresetListEventWhenCharacterInfo, RefreshTagsWhenContentReceived		0	shape-known	C	Locate client feature and capture a journey.
Game	iin	dd386033ed35a24d081d8b8388cec92aff2d27b4a98824eeca9ab8c9c0d54ef6	1:string fppc; 2:map<int64, string> fppd	eql::bbat | eql::gck | eql::lrj			0	shape-known	C	Locate client feature and capture a journey.
Game	iio	83f64f951ed84ae516c68b45804e95d3916022901ac6609606db638bbf1302b9	1:string fpph; 2:lbn fppi	eql::bbam | eql::fjl | eql::heb | eql::mjq			0	shape-known	C	Locate client feature and capture a journey.
Game	iir	eaac65f6d8836ce5d20d0d76c740f7e732f01ab89e250c114c30c17c9a36df13	1:bool fppm; 2:iip fppn; 3:bool fppo	eqq::bbfs | eqq::esx | eqq::nbi	eqq (toca a 76 mensajes): PresetListEventWhenCharacterInfo, RefreshTagsWhenContentReceived		0	shape-known	C	Locate client feature and capture a journey.
Game	iis	df9787411fabf91584ae4635b396fb0e2eb511762f9b9ae31d11c31dac5b8260	1:repeated int32 fpps	ls::Update | eql::bban | eql::fic | eql::kbn	eqq (toca a 76 mensajes, y a éste sólo de refilón, a 2 saltos): PresetListEventWhenCharacterInfo, RefreshTagsWhenContentReceived		0	shape-known	C	Locate client feature and capture a journey.
Game	iiv	8520f519b7224fc5bfbe26b64a358b3273c893f4d213bd401e2e836874bd6f53	1:ifh fppw				0	shape-known	C	Locate client feature and capture a journey.
Game	iix	4492c40b5aeecfb0aeb84c27889274838faa594c3ee3e9681dfd1e01c91b47ea	1:optional iiu fpqa; 2:iiv fpqc				0	shape-known	C	Locate client feature and capture a journey.
Game	iiy	0bc3e32e8b25befa7dad7dc2d4221c1a0a87b649a700a95994636e6968ad6497	1:string fpqh; 2:lbn fpqi	eql::bbai | eql::hhh | eql::ira | eql::mlx			0	shape-known	C	Locate client feature and capture a journey.
Game	iiz	5c3b183cd5b0cc4260d3d29ac59b848a0d34ce9d60002bc36beadfd59bcec7e7	1:string fpqm; 2:string fpqn; 3:ifp fpqo				0	shape-known	C	Locate client feature and capture a journey.
Game	ija	7901ce40c0bdaeeaf39a9903ff3e8d25d273c483d1776c42eeac11658652a0fa	1:bool fpqs	eqq::bbfh | eqq::dad	eqq (toca a 76 mensajes): PresetListEventWhenCharacterInfo, RefreshTagsWhenContentReceived		0	shape-known	C	Locate client feature and capture a journey.
Game	ijd	02756239604ffea28e432c8db128f16ce010e2e41d19789dd6337e752ba965c7	1:lhk fpqw; 2:ijb fpqx; 3:bool fpqy	eqq::bbfo | eqq::dap | eqq::kav	eqq (toca a 76 mensajes): PresetListEventWhenCharacterInfo, RefreshTagsWhenContentReceived		0	shape-known	C	Locate client feature and capture a journey.
